"field","journal","year","n_graphs","n_bar_cont","n_informative","policy","policy_year","log_offset","year_centered"
"genetics & heredity","molecular therapy",2024,224,136,200,0,0,0.806475865866949,6.00506489395389
"genetics & heredity","molecular therapy",2025,282,152,257,0,0,1.03673688495002,7.00506489395389
"genetics & heredity","nature genetics",2010,145,55,30,1,1,0.371563556432483,-7.99493510604611
"genetics & heredity","nature genetics",2011,180,72,50,1,2,0.587786664902119,-6.99493510604611
"genetics & heredity","nature genetics",2012,159,70,48,1,3,0.46373401623214,-5.99493510604611
"genetics & heredity","nature genetics",2013,192,76,57,1,4,0.65232518603969,-4.99493510604611
"genetics & heredity","nature genetics",2014,167,84,56,1,5,0.512823626428664,-3.99493510604611
"genetics & heredity","nature genetics",2015,183,96,85,1,6,0.60431596685333,-2.99493510604611
"genetics & heredity","nature genetics",2016,175,81,103,1,7,0.559615787935423,-1.99493510604611
"genetics & heredity","nature genetics",2017,194,52,136,1,8,0.662687973075237,-0.994935106046114
"genetics & heredity","nature genetics",2018,149,44,111,1,9,0.398776119957368,0.00506489395388598
"genetics & heredity","nature genetics",2019,150,45,117,1,10,0.405465108108164,1.00506489395389
"genetics & heredity","nature genetics",2020,121,53,108,1,11,0.19062035960865,2.00506489395389
"genetics & heredity","nature genetics",2021,146,51,126,1,12,0.378436435720245,3.00506489395389
"genetics & heredity","nature genetics",2022,147,62,127,1,13,0.385262400790645,4.00506489395389
"genetics & heredity","nature genetics",2023,161,52,146,1,14,0.476234178996372,5.00506489395389
"genetics & heredity","nature genetics",2024,216,85,192,1,15,0.770108221696074,6.00506489395389
"genetics & heredity","nature genetics",2025,220,90,195,1,16,0.78845736036427,7.00506489395389
"genetics & heredity","nature genetics",2026,9,3,9,1,17,-2.40794560865187,8.00506489395389
"genetics & heredity","npj genomic medicine",2016,25,7,6,1,1,-1.38629436111989,-1.99493510604611
"genetics & heredity","npj genomic medicine",2017,25,10,15,1,2,-1.38629436111989,-0.994935106046114
"genetics & heredity","npj genomic medicine",2018,23,7,10,1,3,-1.46967597005894,0.00506489395388598
"genetics & heredity","npj genomic medicine",2019,20,7,7,1,4,-1.6094379124341,1.00506489395389
"genetics & heredity","npj genomic medicine",2020,39,11,15,1,5,-0.941608539858445,2.00506489395389
"genetics & heredity","npj genomic medicine",2021,92,15,38,1,6,-0.083381608939051,3.00506489395389
"genetics & heredity","npj genomic medicine",2022,65,17,30,1,7,-0.430782916092454,4.00506489395389
"genetics & heredity","npj genomic medicine",2023,35,6,17,1,8,-1.04982212449868,5.00506489395389
"genetics & heredity","npj genomic medicine",2024,56,6,25,1,9,-0.579818495252942,6.00506489395389
"genetics & heredity","npj genomic medicine",2025,79,13,26,1,10,-0.23572233352107,7.00506489395389
"genetics & heredity","oncogene",2010,535,478,137,1,1,1.67709656090792,-7.99493510604611
"genetics & heredity","oncogene",2011,407,390,96,1,2,1.4036429994545,-6.99493510604611
"genetics & heredity","oncogene",2012,430,409,153,1,3,1.45861502269952,-5.99493510604611
"genetics & heredity","oncogene",2013,515,496,163,1,4,1.63899671467564,-4.99493510604611
"genetics & heredity","oncogene",2014,507,487,185,1,5,1.62334081760309,-3.99493510604611
"genetics & heredity","oncogene",2015,519,501,254,1,6,1.6467336971778,-2.99493510604611
"genetics & heredity","oncogene",2016,533,510,275,1,7,1.67335123817775,-1.99493510604611
"genetics & heredity","oncogene",2017,569,542,355,1,8,1.73871024813824,-0.994935106046114
"genetics & heredity","oncogene",2018,433,414,293,1,9,1.4655675420144,0.00506489395388598
"genetics & heredity","oncogene",2019,471,448,334,1,10,1.54968790802833,1.00506489395389
"genetics & heredity","oncogene",2020,449,409,340,1,11,1.50185270175416,2.00506489395389
"genetics & heredity","oncogene",2021,429,377,363,1,12,1.45628673293993,3.00506489395389
"genetics & heredity","oncogene",2022,382,333,336,1,13,1.34025042261848,4.00506489395389
"genetics & heredity","oncogene",2023,235,180,210,1,14,0.854415328156068,5.00506489395389
"genetics & heredity","oncogene",2024,236,181,219,1,15,0.858661619037519,6.00506489395389
"genetics & heredity","oncogene",2025,301,218,284,1,16,1.10194007876078,7.00506489395389
"genetics & heredity","oncogene",2026,26,20,23,1,17,-1.34707364796661,8.00506489395389
"genetics & heredity","plos genetics",2010,443,264,145,1,1,1.48839958405704,-7.99493510604611
"genetics & heredity","plos genetics",2011,513,311,189,1,2,1.63510565918268,-6.99493510604611
"genetics & heredity","plos genetics",2012,657,446,246,1,3,1.88251383249652,-5.99493510604611
"genetics & heredity","plos genetics",2013,816,561,288,1,4,2.09924416897602,-4.99493510604611
"genetics & heredity","plos genetics",2014,757,506,288,1,5,2.02419306744936,-3.99493510604611
"genetics & heredity","plos genetics",2015,735,499,311,1,6,1.99470031322475,-2.99493510604611
"genetics & heredity","plos genetics",2016,634,453,294,1,7,1.84687876844913,-1.99493510604611
"genetics & heredity","plos genetics",2017,546,376,293,1,8,1.69744878975681,-0.994935106046114
"genetics & heredity","plos genetics",2018,531,348,304,1,9,1.66959183525385,0.00506489395388598
"genetics & heredity","plos genetics",2019,500,296,298,1,10,1.6094379124341,1.00506489395389
"genetics & heredity","plos genetics",2020,502,293,330,1,11,1.61342993370364,2.00506489395389
"genetics & heredity","plos genetics",2021,541,290,361,1,12,1.68824909285839,3.00506489395389
"genetics & heredity","plos genetics",2022,459,238,320,1,13,1.52388002407245,4.00506489395389
"genetics & heredity","plos genetics",2023,385,169,270,1,14,1.34807314829969,5.00506489395389
"genetics & heredity","plos genetics",2024,302,134,229,1,15,1.10525683138678,6.00506489395389
"genetics & heredity","plos genetics",2025,384,162,305,1,16,1.34547236659964,7.00506489395389
"genetics & heredity","theoretical & applied genetics",2010,251,51,71,0,0,0.920282753143692,-7.99493510604611
"genetics & heredity","theoretical & applied genetics",2011,254,65,71,0,0,0.932164081030445,-6.99493510604611
"genetics & heredity","theoretical & applied genetics",2012,257,46,71,0,0,0.943905898907128,-5.99493510604611
"genetics & heredity","theoretical & applied genetics",2013,232,65,72,0,0,0.841567185678219,-4.99493510604611
"genetics & heredity","theoretical & applied genetics",2014,192,39,58,0,0,0.65232518603969,-3.99493510604611
"genetics & heredity","theoretical & applied genetics",2015,182,37,61,0,0,0.598836501088704,-2.99493510604611
"genetics & heredity","theoretical & applied genetics",2016,164,41,53,0,0,0.494696241836107,-1.99493510604611
"genetics & heredity","theoretical & applied genetics",2017,183,49,74,0,0,0.60431596685333,-0.994935106046114
"genetics & heredity","theoretical & applied genetics",2018,192,63,83,0,0,0.65232518603969,0.00506489395388598
"genetics & heredity","theoretical & applied genetics",2019,210,69,89,0,0,0.741937344729377,1.00506489395389
"genetics & heredity","theoretical & applied genetics",2020,200,69,97,0,0,0.693147180559945,2.00506489395389
"genetics & heredity","theoretical & applied genetics",2021,225,92,110,0,0,0.810930216216329,3.00506489395389
"genetics & heredity","theoretical & applied genetics",2022,253,122,138,0,0,0.928219302739429,4.00506489395389
"genetics & heredity","theoretical & applied genetics",2023,248,130,141,0,0,0.908258560176891,5.00506489395389
"genetics & heredity","theoretical & applied genetics",2024,258,122,171,0,0,0.947789398933526,6.00506489395389
"genetics & heredity","theoretical & applied genetics",2025,284,147,200,0,0,1.04380405217311,7.00506489395389
"immunology","biology of blood & marrow transplantation",2010,154,24,29,0,0,0.431782416425538,-7.99493510604611
"immunology","biology of blood & marrow transplantation",2011,190,32,34,0,0,0.641853886172395,-6.99493510604611
"immunology","biology of blood & marrow transplantation",2012,190,38,35,0,0,0.641853886172395,-5.99493510604611
"immunology","biology of blood & marrow transplantation",2013,205,39,41,0,0,0.717839793150317,-4.99493510604611
"immunology","biology of blood & marrow transplantation",2014,239,41,54,0,0,0.871293365943419,-3.99493510604611
"immunology","biology of blood & marrow transplantation",2015,229,37,40,0,0,0.828551817566148,-2.99493510604611
"immunology","biology of blood & marrow transplantation",2016,243,25,37,0,0,0.887891257352457,-1.99493510604611
"immunology","biology of blood & marrow transplantation",2017,231,29,40,0,0,0.837247524533702,-0.994935106046114
"immunology","biology of blood & marrow transplantation",2018,296,35,47,0,0,1.08518926833597,0.00506489395388598
"immunology","biology of blood & marrow transplantation",2019,307,31,67,0,0,1.12167756159911,1.00506489395389
"immunology","biology of blood & marrow transplantation",2020,288,27,64,0,0,1.05779029414785,2.00506489395389
"immunology","bone marrow transplantation",2010,188,24,35,1,1,0.631271776841858,-7.99493510604611
"immunology","bone marrow transplantation",2011,159,9,18,1,2,0.46373401623214,-6.99493510604611
"immunology","bone marrow transplantation",2012,153,13,23,1,3,0.425267735404344,-5.99493510604611
"immunology","bone marrow transplantation",2013,166,18,20,1,4,0.506817602368452,-4.99493510604611
"immunology","bone marrow transplantation",2014,164,21,36,1,5,0.494696241836107,-3.99493510604611
"immunology","bone marrow transplantation",2015,159,14,31,1,6,0.46373401623214,-2.99493510604611
"immunology","bone marrow transplantation",2016,119,10,16,1,7,0.173953307123438,-1.99493510604611
"immunology","bone marrow transplantation",2017,140,15,27,1,8,0.336472236621213,-0.994935106046114
"immunology","bone marrow transplantation",2018,112,14,18,1,9,0.113328685307003,0.00506489395388598
"immunology","bone marrow transplantation",2019,159,14,26,1,10,0.46373401623214,1.00506489395389
"immunology","bone marrow transplantation",2020,154,20,23,1,11,0.431782416425538,2.00506489395389
"immunology","bone marrow transplantation",2021,238,14,48,1,12,0.867100487683383,3.00506489395389
"immunology","bone marrow transplantation",2022,151,12,28,1,13,0.412109650826833,4.00506489395389
"immunology","bone marrow transplantation",2023,107,5,16,1,14,0.0676586484738149,5.00506489395389
"immunology","bone marrow transplantation",2024,154,12,21,1,15,0.431782416425538,6.00506489395389
"immunology","bone marrow transplantation",2025,138,7,27,1,16,0.322083499169113,7.00506489395389
"immunology","bone marrow transplantation",2026,9,0,0,1,17,-2.40794560865187,8.00506489395389
"immunology","cancer immunology research",2021,1,1,1,1,1,-4.60517018598809,3.00506489395389
"immunology","cancer immunology research",2022,80,46,70,1,2,-0.22314355131421,4.00506489395389
"immunology","cancer immunology research",2023,103,49,94,1,3,0.0295588022415444,5.00506489395389
"immunology","cancer immunology research",2024,107,51,100,1,4,0.0676586484738149,6.00506489395389
"immunology","cancer immunology research",2025,139,48,135,1,5,0.3293037471426,7.00506489395389
"immunology","cellular & molecular immunology",2010,43,35,14,1,1,-0.843970070294529,-7.99493510604611
"immunology","cellular & molecular immunology",2011,36,31,11,1,2,-1.02165124753198,-6.99493510604611
"immunology","cellular & molecular immunology",2012,35,32,15,1,3,-1.04982212449868,-5.99493510604611
"immunology","cellular & molecular immunology",2013,29,25,8,1,4,-1.23787435600162,-4.99493510604611
"immunology","cellular & molecular immunology",2014,35,31,16,1,5,-1.04982212449868,-3.99493510604611
"immunology","cellular & molecular immunology",2015,47,42,20,1,6,-0.755022584278033,-2.99493510604611
"immunology","cellular & molecular immunology",2016,57,51,29,1,7,-0.562118918153541,-1.99493510604611
"immunology","cellular & molecular immunology",2017,55,52,27,1,8,-0.59783700075562,-0.994935106046114
"immunology","cellular & molecular immunology",2018,51,50,24,1,9,-0.673344553263766,0.00506489395388598
"immunology","cellular & molecular immunology",2019,52,46,30,1,10,-0.653926467406664,1.00506489395389
"immunology","cellular & molecular immunology",2020,55,45,38,1,11,-0.59783700075562,2.00506489395389
"immunology","cellular & molecular immunology",2021,130,98,105,1,12,0.262364264467491,3.00506489395389
"immunology","cellular & molecular immunology",2022,61,40,51,1,13,-0.49429632181478,4.00506489395389
"immunology","cellular & molecular immunology",2023,66,43,63,1,14,-0.415515443961666,5.00506489395389
"immunology","cellular & molecular immunology",2024,66,35,66,1,15,-0.415515443961666,6.00506489395389
"immunology","cellular & molecular immunology",2025,68,37,68,1,16,-0.385662480811985,7.00506489395389
"immunology","cellular & molecular immunology",2026,6,3,6,1,17,-2.81341071676004,8.00506489395389
"immunology","clinical & translational immunology",2012,1,0,1,1,1,-4.60517018598809,-5.99493510604611
"immunology","clinical & translational immunology",2013,4,2,3,1,2,-3.2188758248682,-4.99493510604611
"immunology","clinical & translational immunology",2014,7,5,3,1,3,-2.65926003693278,-3.99493510604611
"immunology","clinical & translational immunology",2015,15,13,8,1,4,-1.89711998488588,-2.99493510604611
"immunology","clinical & translational immunology",2016,29,11,15,1,5,-1.23787435600162,-1.99493510604611
"immunology","clinical & translational immunology",2017,19,8,14,1,6,-1.66073120682165,-0.994935106046114
"immunology","clinical & translational immunology",2018,11,2,10,1,7,-2.20727491318972,0.00506489395388598
"immunology","clinical & translational immunology",2019,19,5,14,1,8,-1.66073120682165,1.00506489395389
"immunology","clinical & translational immunology",2020,101,44,77,1,9,0.00995033085316809,2.00506489395389
"immunology","clinical & translational immunology",2021,104,40,90,1,10,0.0392207131532813,3.00506489395389
"immunology","clinical & translational immunology",2022,62,25,50,1,11,-0.478035800943,4.00506489395389
"immunology","clinical & translational immunology",2023,34,9,30,1,12,-1.07880966137193,5.00506489395389
"immunology","clinical & translational immunology",2024,58,14,45,1,13,-0.544727175441672,6.00506489395389
"immunology","clinical & translational immunology",2025,38,7,34,1,14,-0.967584026261706,7.00506489395389
"immunology","clinical infectious diseases",2010,262,32,51,0,0,0.963174317773006,-7.99493510604611
"immunology","clinical infectious diseases",2011,275,41,56,0,0,1.01160091167848,-6.99493510604611
"immunology","clinical infectious diseases",2012,384,38,64,0,0,1.34547236659964,-5.99493510604611
"immunology","clinical infectious diseases",2013,320,25,54,0,0,1.16315080980568,-4.99493510604611
"immunology","clinical infectious diseases",2014,338,29,45,0,0,1.21787570949493,-3.99493510604611
"immunology","clinical infectious diseases",2015,409,39,83,0,0,1.40854497005471,-2.99493510604611
"immunology","clinical infectious diseases",2016,375,34,71,0,0,1.32175583998232,-1.99493510604611
"immunology","clinical infectious diseases",2017,443,52,101,0,0,1.48839958405704,-0.994935106046114
"immunology","clinical infectious diseases",2018,475,55,117,0,0,1.55814461804655,0.00506489395388598
"immunology","clinical infectious diseases",2019,522,48,109,0,0,1.65249740189455,1.00506489395389
"immunology","clinical infectious diseases",2020,773,71,163,0,0,2.04510886259933,2.00506489395389
"immunology","clinical infectious diseases",2021,1154,91,313,0,0,2.44581926107995,3.00506489395389
"immunology","clinical infectious diseases",2022,602,50,180,0,0,1.79508725932073,4.00506489395389
"immunology","clinical infectious diseases",2023,583,37,150,0,0,1.7630170003624,5.00506489395389
"immunology","clinical infectious diseases",2024,321,24,56,0,0,1.16627093714192,6.00506489395389
"immunology","clinical infectious diseases",2025,472,37,84,0,0,1.55180879959746,7.00506489395389
"immunology","frontiers in immunology",2011,82,25,15,0,0,-0.198450938723838,-6.99493510604611
"immunology","frontiers in immunology",2012,382,59,38,0,0,1.34025042261848,-5.99493510604611
"immunology","frontiers in immunology",2013,274,75,58,0,0,1.00795792039998,-4.99493510604611
"immunology","frontiers in immunology",2014,133,86,62,0,0,0.285178942233662,-3.99493510604611
"immunology","frontiers in immunology",2015,145,83,76,0,0,0.371563556432483,-2.99493510604611
"immunology","frontiers in immunology",2016,309,194,180,0,0,1.12817109090965,-1.99493510604611
"immunology","frontiers in immunology",2017,1272,888,755,0,0,2.54317555791198,-0.994935106046114
"immunology","frontiers in immunology",2018,1920,1338,1237,0,0,2.95491027903374,0.00506489395388598
"immunology","frontiers in immunology",2019,1867,1187,1235,0,0,2.92691795755363,1.00506489395389
"immunology","frontiers in immunology",2020,2194,1240,1505,0,0,3.08831145484708,2.00506489395389
"immunology","frontiers in immunology",2021,3775,1767,2676,0,0,3.63098547569503,3.00506489395389
"immunology","frontiers in immunology",2022,5329,2269,3830,0,0,3.97574869630869,4.00506489395389
"immunology","frontiers in immunology",2023,3883,1604,2715,0,0,3.65919314374358,5.00506489395389
"immunology","frontiers in immunology",2024,3257,1246,2261,0,0,3.48339161928814,6.00506489395389
"immunology","frontiers in immunology",2025,3896,1637,2781,0,0,3.66253547877433,7.00506489395389
"immunology","immunity",2010,115,107,58,0,0,0.139761942375159,-7.99493510604611
"immunology","immunity",2011,134,127,82,0,0,0.29266961396282,-6.99493510604611
"immunology","immunity",2012,145,135,89,0,0,0.371563556432483,-5.99493510604611
"immunology","immunity",2013,159,145,113,0,0,0.46373401623214,-4.99493510604611
"immunology","immunity",2014,130,113,96,0,0,0.262364264467491,-3.99493510604611
"immunology","immunity",2015,157,149,119,0,0,0.451075619360217,-2.99493510604611
"immunology","immunity",2016,171,149,132,0,0,0.536493370514568,-1.99493510604611
"immunology","immunity",2017,125,105,98,0,0,0.22314355131421,-0.994935106046114
"immunology","immunity",2018,140,113,117,0,0,0.336472236621213,0.00506489395388598
"immunology","immunity",2019,138,92,120,0,0,0.322083499169113,1.00506489395389
"immunology","immunity",2020,121,60,111,0,0,0.19062035960865,2.00506489395389
"immunology","immunity",2021,158,70,151,0,0,0.457424847038875,3.00506489395389
"immunology","immunity",2022,117,38,111,0,0,0.157003748809665,4.00506489395389
"immunology","immunity",2023,142,52,138,0,0,0.350656871613169,5.00506489395389
"immunology","immunity",2024,139,58,134,0,0,0.3293037471426,6.00506489395389
"immunology","immunity",2025,154,63,151,0,0,0.431782416425538,7.00506489395389
"immunology","immunity",2026,5,1,5,0,0,-2.99573227355399,8.00506489395389
"immunology","immunology",2010,145,126,62,0,0,0.371563556432483,-7.99493510604611
"immunology","immunology",2011,121,107,56,0,0,0.19062035960865,-6.99493510604611
"immunology","immunology",2012,78,70,32,0,0,-0.2484613592985,-5.99493510604611
"immunology","immunology",2013,108,86,55,0,0,0.0769610411361284,-4.99493510604611
"immunology","immunology",2014,159,133,72,0,0,0.46373401623214,-3.99493510604611
"immunology","immunology",2015,141,126,72,0,0,0.343589704390077,-2.99493510604611
"immunology","immunology",2016,93,74,45,0,0,-0.0725706928348354,-1.99493510604611
"immunology","immunology",2017,108,82,61,0,0,0.0769610411361284,-0.994935106046114
"immunology","immunology",2018,91,64,56,0,0,-0.0943106794712413,0.00506489395388598
"immunology","immunology",2019,65,52,41,0,0,-0.430782916092454,1.00506489395389
"immunology","immunology",2020,60,36,38,0,0,-0.510825623765991,2.00506489395389
"immunology","immunology",2021,78,55,61,0,0,-0.2484613592985,3.00506489395389
"immunology","immunology",2022,87,48,76,0,0,-0.139262067333508,4.00506489395389
"immunology","immunology",2023,98,51,82,0,0,-0.0202027073175195,5.00506489395389
"immunology","immunology",2024,96,51,76,0,0,-0.0408219945202552,6.00506489395389
"immunology","immunology",2025,111,43,92,0,0,0.104360015324243,7.00506489395389
"immunology","immunology",2026,23,12,17,0,0,-1.46967597005894,8.00506489395389
"immunology","journal of allergy & clinical immunology",2010,230,105,89,0,0,0.832909122935104,-7.99493510604611
"immunology","journal of allergy & clinical immunology",2011,245,112,109,0,0,0.896088024556636,-6.99493510604611
"immunology","journal of allergy & clinical immunology",2012,246,121,103,0,0,0.900161349944271,-5.99493510604611
"immunology","journal of allergy & clinical immunology",2013,221,114,104,0,0,0.792992515529661,-4.99493510604611
"immunology","journal of allergy & clinical immunology",2014,255,124,114,0,0,0.936093359170335,-3.99493510604611
"immunology","journal of allergy & clinical immunology",2015,240,119,134,0,0,0.8754687373539,-2.99493510604611
"immunology","journal of allergy & clinical immunology",2016,237,124,135,0,0,0.86288995514704,-1.99493510604611
"immunology","journal of allergy & clinical immunology",2017,230,133,131,0,0,0.832909122935104,-0.994935106046114
"immunology","journal of allergy & clinical immunology",2018,245,165,159,0,0,0.896088024556636,0.00506489395388598
"immunology","journal of allergy & clinical immunology",2019,233,139,150,0,0,0.845868267577609,1.00506489395389
"immunology","journal of allergy & clinical immunology",2020,157,71,107,0,0,0.451075619360217,2.00506489395389
"immunology","journal of allergy & clinical immunology",2021,237,103,159,0,0,0.86288995514704,3.00506489395389
"immunology","journal of allergy & clinical immunology",2022,241,84,157,0,0,0.879626747502564,4.00506489395389
"immunology","journal of allergy & clinical immunology",2023,199,79,149,0,0,0.688134638736401,5.00506489395389
"immunology","journal of allergy & clinical immunology",2024,197,66,130,0,0,0.678033542749897,6.00506489395389
"immunology","journal of allergy & clinical immunology",2025,201,61,147,0,0,0.698134722070984,7.00506489395389
"immunology","journal of allergy & clinical immunology in practice",2013,38,3,9,0,0,-0.967584026261706,-4.99493510604611
"immunology","journal of allergy & clinical immunology in practice",2014,52,8,10,0,0,-0.653926467406664,-3.99493510604611
"immunology","journal of allergy & clinical immunology in practice",2015,56,16,3,0,0,-0.579818495252942,-2.99493510604611
"immunology","journal of allergy & clinical immunology in practice",2016,60,11,10,0,0,-0.510825623765991,-1.99493510604611
"immunology","journal of allergy & clinical immunology in practice",2017,104,19,16,0,0,0.0392207131532813,-0.994935106046114
"immunology","journal of allergy & clinical immunology in practice",2018,135,24,28,0,0,0.300104592450338,0.00506489395388598
"immunology","journal of allergy & clinical immunology in practice",2019,166,31,39,0,0,0.506817602368452,1.00506489395389
"immunology","journal of allergy & clinical immunology in practice",2020,220,40,47,0,0,0.78845736036427,2.00506489395389
"immunology","journal of allergy & clinical immunology in practice",2021,283,44,72,0,0,1.04027671165515,3.00506489395389
"immunology","journal of allergy & clinical immunology in practice",2022,225,28,42,0,0,0.810930216216329,4.00506489395389
"immunology","journal of allergy & clinical immunology in practice",2023,226,31,51,0,0,0.815364813284194,5.00506489395389
"immunology","journal of allergy & clinical immunology in practice",2024,177,30,46,0,0,0.570979546585738,6.00506489395389
"immunology","journal of allergy & clinical immunology in practice",2025,164,23,50,0,0,0.494696241836107,7.00506489395389
"immunology","journal of autoimmunity",2010,72,48,32,0,0,-0.328504066972036,-7.99493510604611
"immunology","journal of autoimmunity",2011,57,45,44,0,0,-0.562118918153541,-6.99493510604611
"immunology","journal of autoimmunity",2012,57,40,28,0,0,-0.562118918153541,-5.99493510604611
"immunology","journal of autoimmunity",2013,65,50,41,0,0,-0.430782916092454,-4.99493510604611
"immunology","journal of autoimmunity",2014,54,41,32,0,0,-0.616186139423817,-3.99493510604611
"immunology","journal of autoimmunity",2015,79,50,50,0,0,-0.23572233352107,-2.99493510604611
"immunology","journal of autoimmunity",2016,84,53,48,0,0,-0.174353387144778,-1.99493510604611
"immunology","journal of autoimmunity",2017,74,52,56,0,0,-0.301105092783922,-0.994935106046114
"immunology","journal of autoimmunity",2018,88,53,64,0,0,-0.127833371509885,0.00506489395388598
"immunology","journal of autoimmunity",2019,101,62,75,0,0,0.00995033085316809,1.00506489395389
"immunology","journal of autoimmunity",2020,81,36,55,0,0,-0.210721031315653,2.00506489395389
"immunology","journal of autoimmunity",2021,76,28,54,0,0,-0.27443684570176,3.00506489395389
"immunology","journal of autoimmunity",2022,71,19,50,0,0,-0.342490308946776,4.00506489395389
"immunology","journal of autoimmunity",2023,83,31,60,0,0,-0.186329578191493,5.00506489395389
"immunology","journal of autoimmunity",2024,122,38,90,0,0,0.198850858745165,6.00506489395389
"immunology","journal of autoimmunity",2025,76,16,52,0,0,-0.27443684570176,7.00506489395389
"immunology","journal of clinical immunology",2010,84,39,37,0,0,-0.174353387144778,-7.99493510604611
"immunology","journal of clinical immunology",2011,108,64,48,0,0,0.0769610411361284,-6.99493510604611
"immunology","journal of clinical immunology",2012,113,66,59,0,0,0.122217632724249,-5.99493510604611
"immunology","journal of clinical immunology",2013,130,55,65,0,0,0.262364264467491,-4.99493510604611
"immunology","journal of clinical immunology",2014,62,18,33,0,0,-0.478035800943,-3.99493510604611
"immunology","journal of clinical immunology",2015,39,11,12,0,0,-0.941608539858445,-2.99493510604611
"immunology","journal of clinical immunology",2016,41,8,13,0,0,-0.891598119283784,-1.99493510604611
"immunology","journal of clinical immunology",2017,35,2,17,0,0,-1.04982212449868,-0.994935106046114
"immunology","journal of clinical immunology",2018,34,10,8,0,0,-1.07880966137193,0.00506489395388598
"immunology","journal of clinical immunology",2019,39,12,14,0,0,-0.941608539858445,1.00506489395389
"immunology","journal of clinical immunology",2020,61,12,29,0,0,-0.49429632181478,2.00506489395389
"immunology","journal of clinical immunology",2021,93,17,50,0,0,-0.0725706928348354,3.00506489395389
"immunology","journal of clinical immunology",2022,104,27,60,0,0,0.0392207131532813,4.00506489395389
"immunology","journal of clinical immunology",2023,136,30,68,0,0,0.307484699747961,5.00506489395389
"immunology","journal of clinical immunology",2024,95,21,53,0,0,-0.0512932943875506,6.00506489395389
"immunology","journal of clinical immunology",2025,57,10,30,0,0,-0.562118918153541,7.00506489395389
"immunology","journal of experimental medicine",2010,224,204,136,0,0,0.806475865866949,-7.99493510604611
"immunology","journal of experimental medicine",2011,209,192,120,0,0,0.73716406597672,-6.99493510604611
"immunology","journal of experimental medicine",2012,175,156,117,0,0,0.559615787935423,-5.99493510604611
"immunology","journal of experimental medicine",2013,200,179,136,0,0,0.693147180559945,-4.99493510604611
"immunology","journal of experimental medicine",2014,187,177,138,0,0,0.625938430866495,-3.99493510604611
"immunology","journal of experimental medicine",2015,144,141,105,0,0,0.364643113587909,-2.99493510604611
"immunology","journal of experimental medicine",2016,184,164,147,0,0,0.609765571620894,-1.99493510604611
"immunology","journal of experimental medicine",2017,214,190,159,0,0,0.76080582903376,-0.994935106046114
"immunology","journal of experimental medicine",2018,181,155,144,0,0,0.593326845277734,0.00506489395388598
"immunology","journal of experimental medicine",2019,157,104,144,0,0,0.451075619360217,1.00506489395389
"immunology","journal of experimental medicine",2020,185,124,165,0,0,0.615185639090233,2.00506489395389
"immunology","journal of experimental medicine",2021,239,146,226,0,0,0.871293365943419,3.00506489395389
"immunology","journal of experimental medicine",2022,164,90,151,0,0,0.494696241836107,4.00506489395389
"immunology","journal of experimental medicine",2023,160,85,153,0,0,0.470003629245736,5.00506489395389
"immunology","journal of experimental medicine",2024,120,67,113,0,0,0.182321556793955,6.00506489395389
"immunology","journal of experimental medicine",2025,128,65,124,0,0,0.246860077931526,7.00506489395389
"immunology","journal of experimental medicine",2026,36,18,36,0,0,-1.02165124753198,8.00506489395389
"immunology","journal of immunology",2010,1573,1421,695,0,0,2.75556971707019,-7.99493510604611
"immunology","journal of immunology",2011,1404,1294,610,0,0,2.64191039859766,-6.99493510604611
"immunology","journal of immunology",2012,1261,1142,621,0,0,2.53449014997683,-5.99493510604611
"immunology","journal of immunology",2013,1278,1177,658,0,0,2.54788144894939,-4.99493510604611
"immunology","journal of immunology",2014,1174,1050,634,0,0,2.46300181439995,-3.99493510604611
"immunology","journal of immunology",2015,1126,998,662,0,0,2.42125662271154,-2.99493510604611
"immunology","journal of immunology",2016,900,781,575,0,0,2.19722457733622,-1.99493510604611
"immunology","journal of immunology",2017,794,679,529,0,0,2.07191327525904,-0.994935106046114
"immunology","journal of immunology",2018,671,560,446,0,0,1.90359895098359,0.00506489395388598
"immunology","journal of immunology",2019,595,464,427,0,0,1.78339121955754,1.00506489395389
"immunology","journal of immunology",2020,575,405,422,0,0,1.74919985480926,2.00506489395389
"immunology","journal of immunology",2021,520,328,403,0,0,1.64865862558738,3.00506489395389
"immunology","journal of immunology",2022,437,266,345,0,0,1.4747630091075,4.00506489395389
"immunology","journal of immunology",2023,309,174,251,0,0,1.12817109090965,5.00506489395389
"immunology","journal of immunology",2024,315,150,264,0,0,1.14740245283754,6.00506489395389
"immunology","journal of immunology",2025,313,124,273,0,0,1.14103300455206,7.00506489395389
"immunology","journal of innate immunity",2010,38,34,13,0,0,-0.967584026261706,-7.99493510604611
"immunology","journal of innate immunity",2011,30,24,10,0,0,-1.20397280432594,-6.99493510604611
"immunology","journal of innate immunity",2012,25,21,12,0,0,-1.38629436111989,-5.99493510604611
"immunology","journal of innate immunity",2013,39,31,14,0,0,-0.941608539858445,-4.99493510604611
"immunology","journal of innate immunity",2014,64,62,18,0,0,-0.446287102628419,-3.99493510604611
"immunology","journal of innate immunity",2015,44,41,24,0,0,-0.82098055206983,-2.99493510604611
"immunology","journal of innate immunity",2016,35,30,17,0,0,-1.04982212449868,-1.99493510604611
"immunology","journal of innate immunity",2017,36,32,20,0,0,-1.02165124753198,-0.994935106046114
