"field","journal","year","n_graphs","n_bar_cont","n_informative","policy","policy_year","log_offset","year_centered"
"cardiac & cardiovascular systems","annals of thoracic surgery",2010,442,55,27,0,0,1.48613969608961,-7.99493510604611
"cardiac & cardiovascular systems","annals of thoracic surgery",2011,467,68,50,0,0,1.54115907168081,-6.99493510604611
"cardiac & cardiovascular systems","annals of thoracic surgery",2012,456,46,48,0,0,1.51732262352629,-5.99493510604611
"cardiac & cardiovascular systems","annals of thoracic surgery",2013,478,60,51,0,0,1.56444054650336,-4.99493510604611
"cardiac & cardiovascular systems","annals of thoracic surgery",2014,465,58,48,0,0,1.53686721959926,-3.99493510604611
"cardiac & cardiovascular systems","annals of thoracic surgery",2015,462,62,67,0,0,1.53039470509365,-2.99493510604611
"cardiac & cardiovascular systems","annals of thoracic surgery",2016,461,64,60,0,0,1.52822785700856,-1.99493510604611
"cardiac & cardiovascular systems","annals of thoracic surgery",2017,472,43,73,0,0,1.55180879959746,-0.994935106046114
"cardiac & cardiovascular systems","annals of thoracic surgery",2018,458,43,67,0,0,1.52169899812609,0.00506489395388598
"cardiac & cardiovascular systems","annals of thoracic surgery",2019,422,52,56,0,0,1.43983512804792,1.00506489395389
"cardiac & cardiovascular systems","annals of thoracic surgery",2020,444,29,70,0,0,1.49065437644413,2.00506489395389
"cardiac & cardiovascular systems","annals of thoracic surgery",2021,448,33,72,0,0,1.49962304642689,3.00506489395389
"cardiac & cardiovascular systems","annals of thoracic surgery",2022,367,9,20,0,0,1.30019166206648,4.00506489395389
"cardiac & cardiovascular systems","annals of thoracic surgery",2023,278,12,46,0,0,1.02245092770255,5.00506489395389
"cardiac & cardiovascular systems","annals of thoracic surgery",2024,209,11,35,0,0,0.73716406597672,6.00506489395389
"cardiac & cardiovascular systems","annals of thoracic surgery",2025,218,14,40,0,0,0.779324876800998,7.00506489395389
"cardiac & cardiovascular systems","annals of thoracic surgery",2026,11,0,1,0,0,-2.20727491318972,8.00506489395389
"cardiac & cardiovascular systems","atherosclerosis",2010,496,229,85,0,0,1.60140574073684,-7.99493510604611
"cardiac & cardiovascular systems","atherosclerosis",2011,406,194,79,0,0,1.40118297361364,-6.99493510604611
"cardiac & cardiovascular systems","atherosclerosis",2012,380,178,87,0,0,1.33500106673234,-5.99493510604611
"cardiac & cardiovascular systems","atherosclerosis",2013,312,134,54,0,0,1.13783300182139,-4.99493510604611
"cardiac & cardiovascular systems","atherosclerosis",2014,394,179,86,0,0,1.37118072330984,-3.99493510604611
"cardiac & cardiovascular systems","atherosclerosis",2015,399,146,78,0,0,1.38379123090177,-2.99493510604611
"cardiac & cardiovascular systems","atherosclerosis",2016,357,148,81,0,0,1.27256559579155,-1.99493510604611
"cardiac & cardiovascular systems","atherosclerosis",2017,277,98,65,0,0,1.01884732019925,-0.994935106046114
"cardiac & cardiovascular systems","atherosclerosis",2018,347,109,80,0,0,1.24415459395877,0.00506489395388598
"cardiac & cardiovascular systems","atherosclerosis",2019,234,82,74,0,0,0.85015092936961,1.00506489395389
"cardiac & cardiovascular systems","atherosclerosis",2020,227,57,65,0,0,0.819779831493311,2.00506489395389
"cardiac & cardiovascular systems","atherosclerosis",2021,202,39,56,0,0,0.703097511413113,3.00506489395389
"cardiac & cardiovascular systems","atherosclerosis",2022,174,30,59,0,0,0.553885113226438,4.00506489395389
"cardiac & cardiovascular systems","atherosclerosis",2023,149,38,55,0,0,0.398776119957368,5.00506489395389
"cardiac & cardiovascular systems","atherosclerosis",2024,165,36,75,0,0,0.500775287912489,6.00506489395389
"cardiac & cardiovascular systems","atherosclerosis",2025,188,38,90,0,0,0.631271776841858,7.00506489395389
"cardiac & cardiovascular systems","basic research in cardiology",2010,70,63,15,0,0,-0.356674943938732,-7.99493510604611
"cardiac & cardiovascular systems","basic research in cardiology",2011,97,87,20,0,0,-0.0304592074847086,-6.99493510604611
"cardiac & cardiovascular systems","basic research in cardiology",2012,67,60,20,0,0,-0.400477566597125,-5.99493510604611
"cardiac & cardiovascular systems","basic research in cardiology",2013,68,63,16,0,0,-0.385662480811985,-4.99493510604611
"cardiac & cardiovascular systems","basic research in cardiology",2014,48,43,16,0,0,-0.7339691750802,-3.99493510604611
"cardiac & cardiovascular systems","basic research in cardiology",2015,54,50,18,0,0,-0.616186139423817,-2.99493510604611
"cardiac & cardiovascular systems","basic research in cardiology",2016,53,51,20,0,0,-0.63487827243597,-1.99493510604611
"cardiac & cardiovascular systems","basic research in cardiology",2017,57,50,19,0,0,-0.562118918153541,-0.994935106046114
"cardiac & cardiovascular systems","basic research in cardiology",2018,28,21,15,0,0,-1.27296567581289,0.00506489395388598
"cardiac & cardiovascular systems","basic research in cardiology",2019,40,29,27,0,0,-0.916290731874155,1.00506489395389
"cardiac & cardiovascular systems","basic research in cardiology",2020,55,35,41,0,0,-0.59783700075562,2.00506489395389
"cardiac & cardiovascular systems","basic research in cardiology",2021,48,21,39,0,0,-0.7339691750802,3.00506489395389
"cardiac & cardiovascular systems","basic research in cardiology",2022,47,25,41,0,0,-0.755022584278033,4.00506489395389
"cardiac & cardiovascular systems","basic research in cardiology",2023,35,14,30,0,0,-1.04982212449868,5.00506489395389
"cardiac & cardiovascular systems","basic research in cardiology",2024,45,11,42,0,0,-0.798507696217772,6.00506489395389
"cardiac & cardiovascular systems","basic research in cardiology",2025,50,10,47,0,0,-0.693147180559945,7.00506489395389
"cardiac & cardiovascular systems","basic research in cardiology",2026,7,1,6,0,0,-2.65926003693278,8.00506489395389
"cardiac & cardiovascular systems","canadian journal of cardiology",2010,50,14,5,0,0,-0.693147180559945,-7.99493510604611
"cardiac & cardiovascular systems","canadian journal of cardiology",2011,62,10,10,0,0,-0.478035800943,-6.99493510604611
"cardiac & cardiovascular systems","canadian journal of cardiology",2012,60,10,6,0,0,-0.510825623765991,-5.99493510604611
"cardiac & cardiovascular systems","canadian journal of cardiology",2013,112,25,16,0,0,0.113328685307003,-4.99493510604611
"cardiac & cardiovascular systems","canadian journal of cardiology",2014,106,20,13,0,0,0.0582689081239758,-3.99493510604611
"cardiac & cardiovascular systems","canadian journal of cardiology",2015,74,21,11,0,0,-0.301105092783922,-2.99493510604611
"cardiac & cardiovascular systems","canadian journal of cardiology",2016,121,24,17,0,0,0.19062035960865,-1.99493510604611
"cardiac & cardiovascular systems","canadian journal of cardiology",2017,77,13,18,0,0,-0.261364764134408,-0.994935106046114
"cardiac & cardiovascular systems","canadian journal of cardiology",2018,93,11,6,0,0,-0.0725706928348354,0.00506489395388598
"cardiac & cardiovascular systems","canadian journal of cardiology",2019,96,17,27,0,0,-0.0408219945202552,1.00506489395389
"cardiac & cardiovascular systems","canadian journal of cardiology",2020,105,12,24,0,0,0.048790164169432,2.00506489395389
"cardiac & cardiovascular systems","canadian journal of cardiology",2021,112,13,18,0,0,0.113328685307003,3.00506489395389
"cardiac & cardiovascular systems","canadian journal of cardiology",2022,62,9,13,0,0,-0.478035800943,4.00506489395389
"cardiac & cardiovascular systems","canadian journal of cardiology",2023,64,12,17,0,0,-0.446287102628419,5.00506489395389
"cardiac & cardiovascular systems","canadian journal of cardiology",2024,81,5,17,0,0,-0.210721031315653,6.00506489395389
"cardiac & cardiovascular systems","canadian journal of cardiology",2025,111,17,31,0,0,0.104360015324243,7.00506489395389
"cardiac & cardiovascular systems","circulation",2010,331,136,76,1,1,1.19694818938897,-7.99493510604611
"cardiac & cardiovascular systems","circulation",2011,262,135,58,1,2,0.963174317773006,-6.99493510604611
"cardiac & cardiovascular systems","circulation",2012,53,24,9,1,3,-0.63487827243597,-5.99493510604611
"cardiac & cardiovascular systems","circulation",2013,201,96,59,1,4,0.698134722070984,-4.99493510604611
"cardiac & cardiovascular systems","circulation",2014,175,57,43,1,5,0.559615787935423,-3.99493510604611
"cardiac & cardiovascular systems","circulation",2015,54,14,18,1,6,-0.616186139423817,-2.99493510604611
"cardiac & cardiovascular systems","circulation",2016,10,2,2,1,7,-2.30258509299405,-1.99493510604611
"cardiac & cardiovascular systems","circulation",2017,15,11,11,1,8,-1.89711998488588,-0.994935106046114
"cardiac & cardiovascular systems","circulation",2018,12,9,6,1,9,-2.12026353620009,0.00506489395388598
"cardiac & cardiovascular systems","circulation",2019,1,1,0,1,10,-4.60517018598809,1.00506489395389
"cardiac & cardiovascular systems","circulation",2021,2,1,0,1,11,-3.91202300542815,3.00506489395389
"cardiac & cardiovascular systems","circulation",2022,167,24,91,1,12,0.512823626428664,4.00506489395389
"cardiac & cardiovascular systems","circulation",2023,179,30,89,1,13,0.582215619852664,5.00506489395389
"cardiac & cardiovascular systems","circulation",2024,182,30,101,1,14,0.598836501088704,6.00506489395389
"cardiac & cardiovascular systems","circulation",2025,190,33,116,1,15,0.641853886172395,7.00506489395389
"cardiac & cardiovascular systems","circulation",2026,12,1,7,1,16,-2.12026353620009,8.00506489395389
"cardiac & cardiovascular systems","circulation arrhythmia & electrophysiology",2010,62,17,10,1,1,-0.478035800943,-7.99493510604611
"cardiac & cardiovascular systems","circulation arrhythmia & electrophysiology",2011,65,17,10,1,2,-0.430782916092454,-6.99493510604611
"cardiac & cardiovascular systems","circulation arrhythmia & electrophysiology",2012,25,8,9,1,3,-1.38629436111989,-5.99493510604611
"cardiac & cardiovascular systems","circulation arrhythmia & electrophysiology",2013,86,16,19,1,4,-0.150822889734584,-4.99493510604611
"cardiac & cardiovascular systems","circulation arrhythmia & electrophysiology",2014,51,10,12,1,5,-0.673344553263766,-3.99493510604611
"cardiac & cardiovascular systems","circulation arrhythmia & electrophysiology",2015,2,2,0,1,6,-3.91202300542815,-2.99493510604611
"cardiac & cardiovascular systems","circulation arrhythmia & electrophysiology",2017,2,1,1,1,7,-3.91202300542815,-0.994935106046114
"cardiac & cardiovascular systems","circulation arrhythmia & electrophysiology",2018,1,0,0,1,8,-4.60517018598809,0.00506489395388598
"cardiac & cardiovascular systems","circulation arrhythmia & electrophysiology",2022,49,7,16,1,9,-0.713349887877465,4.00506489395389
"cardiac & cardiovascular systems","circulation arrhythmia & electrophysiology",2023,49,6,19,1,10,-0.713349887877465,5.00506489395389
"cardiac & cardiovascular systems","circulation arrhythmia & electrophysiology",2024,64,14,24,1,11,-0.446287102628419,6.00506489395389
"cardiac & cardiovascular systems","circulation arrhythmia & electrophysiology",2025,73,12,30,1,12,-0.3147107448397,7.00506489395389
"cardiac & cardiovascular systems","circulation arrhythmia & electrophysiology",2026,8,3,1,1,13,-2.52572864430826,8.00506489395389
"cardiac & cardiovascular systems","circulation cardiovascular imaging",2010,16,5,6,1,1,-1.83258146374831,-7.99493510604611
"cardiac & cardiovascular systems","circulation cardiovascular imaging",2011,29,11,3,1,2,-1.23787435600162,-6.99493510604611
"cardiac & cardiovascular systems","circulation cardiovascular imaging",2012,34,16,4,1,3,-1.07880966137193,-5.99493510604611
"cardiac & cardiovascular systems","circulation cardiovascular imaging",2013,22,8,6,1,4,-1.51412773262978,-4.99493510604611
"cardiac & cardiovascular systems","circulation cardiovascular imaging",2014,19,2,6,1,5,-1.66073120682165,-3.99493510604611
"cardiac & cardiovascular systems","circulation cardiovascular imaging",2015,31,5,8,1,6,-1.17118298150295,-2.99493510604611
"cardiac & cardiovascular systems","circulation cardiovascular imaging",2016,21,4,4,1,7,-1.56064774826467,-1.99493510604611
"cardiac & cardiovascular systems","circulation cardiovascular imaging",2017,15,2,3,1,8,-1.89711998488588,-0.994935106046114
"cardiac & cardiovascular systems","circulation cardiovascular imaging",2018,9,2,1,1,9,-2.40794560865187,0.00506489395388598
"cardiac & cardiovascular systems","circulation cardiovascular imaging",2019,2,1,1,1,10,-3.91202300542815,1.00506489395389
"cardiac & cardiovascular systems","circulation cardiovascular imaging",2020,46,9,10,1,11,-0.776528789498996,2.00506489395389
"cardiac & cardiovascular systems","circulation cardiovascular imaging",2021,1,0,0,1,12,-4.60517018598809,3.00506489395389
"cardiac & cardiovascular systems","circulation cardiovascular imaging",2022,45,4,13,1,13,-0.798507696217772,4.00506489395389
"cardiac & cardiovascular systems","circulation cardiovascular imaging",2023,52,9,14,1,14,-0.653926467406664,5.00506489395389
"cardiac & cardiovascular systems","circulation cardiovascular imaging",2024,58,5,17,1,15,-0.544727175441672,6.00506489395389
"cardiac & cardiovascular systems","circulation cardiovascular imaging",2025,66,8,26,1,16,-0.415515443961666,7.00506489395389
"cardiac & cardiovascular systems","circulation cardiovascular imaging",2026,5,1,2,1,17,-2.99573227355399,8.00506489395389
"cardiac & cardiovascular systems","circulation cardiovascular interventions",2010,46,17,4,1,1,-0.776528789498996,-7.99493510604611
"cardiac & cardiovascular systems","circulation cardiovascular interventions",2011,33,13,7,1,2,-1.10866262452161,-6.99493510604611
"cardiac & cardiovascular systems","circulation cardiovascular interventions",2012,14,5,4,1,3,-1.96611285637283,-5.99493510604611
"cardiac & cardiovascular systems","circulation cardiovascular interventions",2013,42,8,9,1,4,-0.867500567704723,-4.99493510604611
"cardiac & cardiovascular systems","circulation cardiovascular interventions",2014,7,1,2,1,5,-2.65926003693278,-3.99493510604611
"cardiac & cardiovascular systems","circulation cardiovascular interventions",2022,70,7,17,1,6,-0.356674943938732,4.00506489395389
"cardiac & cardiovascular systems","circulation cardiovascular interventions",2023,52,2,13,1,7,-0.653926467406664,5.00506489395389
"cardiac & cardiovascular systems","circulation cardiovascular interventions",2024,81,13,23,1,8,-0.210721031315653,6.00506489395389
"cardiac & cardiovascular systems","circulation cardiovascular interventions",2025,81,5,17,1,9,-0.210721031315653,7.00506489395389
"cardiac & cardiovascular systems","circulation cardiovascular interventions",2026,4,0,2,1,10,-3.2188758248682,8.00506489395389
"cardiac & cardiovascular systems","circulation cardiovascular quality & outcomes",2010,52,8,8,1,1,-0.653926467406664,-7.99493510604611
"cardiac & cardiovascular systems","circulation cardiovascular quality & outcomes",2011,28,5,7,1,2,-1.27296567581289,-6.99493510604611
"cardiac & cardiovascular systems","circulation cardiovascular quality & outcomes",2012,4,1,0,1,3,-3.2188758248682,-5.99493510604611
"cardiac & cardiovascular systems","circulation cardiovascular quality & outcomes",2013,52,8,3,1,4,-0.653926467406664,-4.99493510604611
"cardiac & cardiovascular systems","circulation cardiovascular quality & outcomes",2014,15,1,3,1,5,-1.89711998488588,-3.99493510604611
"cardiac & cardiovascular systems","circulation cardiovascular quality & outcomes",2021,1,0,1,1,6,-4.60517018598809,3.00506489395389
"cardiac & cardiovascular systems","circulation cardiovascular quality & outcomes",2022,58,4,7,1,7,-0.544727175441672,4.00506489395389
"cardiac & cardiovascular systems","circulation cardiovascular quality & outcomes",2023,56,1,6,1,8,-0.579818495252942,5.00506489395389
"cardiac & cardiovascular systems","circulation cardiovascular quality & outcomes",2024,77,4,17,1,9,-0.261364764134408,6.00506489395389
"cardiac & cardiovascular systems","circulation cardiovascular quality & outcomes",2025,62,3,7,1,10,-0.478035800943,7.00506489395389
"cardiac & cardiovascular systems","circulation research",2010,82,76,14,1,1,-0.198450938723838,-7.99493510604611
"cardiac & cardiovascular systems","circulation research",2011,67,62,11,1,2,-0.400477566597125,-6.99493510604611
"cardiac & cardiovascular systems","circulation research",2012,71,66,19,1,3,-0.342490308946776,-5.99493510604611
"cardiac & cardiovascular systems","circulation research",2013,55,53,13,1,4,-0.59783700075562,-4.99493510604611
"cardiac & cardiovascular systems","circulation research",2014,44,42,16,1,5,-0.82098055206983,-3.99493510604611
"cardiac & cardiovascular systems","circulation research",2015,54,49,25,1,6,-0.616186139423817,-2.99493510604611
"cardiac & cardiovascular systems","circulation research",2016,32,25,14,1,7,-1.13943428318836,-1.99493510604611
"cardiac & cardiovascular systems","circulation research",2017,40,36,23,1,8,-0.916290731874155,-0.994935106046114
"cardiac & cardiovascular systems","circulation research",2018,36,27,20,1,9,-1.02165124753198,0.00506489395388598
"cardiac & cardiovascular systems","circulation research",2019,42,20,30,1,10,-0.867500567704723,1.00506489395389
"cardiac & cardiovascular systems","circulation research",2020,56,10,53,1,11,-0.579818495252942,2.00506489395389
"cardiac & cardiovascular systems","circulation research",2021,61,14,58,1,12,-0.49429632181478,3.00506489395389
"cardiac & cardiovascular systems","circulation research",2022,50,6,45,1,13,-0.693147180559945,4.00506489395389
"cardiac & cardiovascular systems","circulation research",2023,48,10,45,1,14,-0.7339691750802,5.00506489395389
"cardiac & cardiovascular systems","circulation research",2024,101,13,92,1,15,0.00995033085316809,6.00506489395389
"cardiac & cardiovascular systems","circulation research",2025,125,26,125,1,16,0.22314355131421,7.00506489395389
"cardiac & cardiovascular systems","circulation research",2026,14,4,14,1,17,-1.96611285637283,8.00506489395389
"cardiac & cardiovascular systems","clinical research in cardiology",2010,67,20,11,0,0,-0.400477566597125,-7.99493510604611
"cardiac & cardiovascular systems","clinical research in cardiology",2011,90,27,24,0,0,-0.105360515657826,-6.99493510604611
"cardiac & cardiovascular systems","clinical research in cardiology",2012,96,18,25,0,0,-0.0408219945202552,-5.99493510604611
"cardiac & cardiovascular systems","clinical research in cardiology",2013,79,16,13,0,0,-0.23572233352107,-4.99493510604611
"cardiac & cardiovascular systems","clinical research in cardiology",2014,71,16,18,0,0,-0.342490308946776,-3.99493510604611
"cardiac & cardiovascular systems","clinical research in cardiology",2015,89,23,23,0,0,-0.116533816255952,-2.99493510604611
"cardiac & cardiovascular systems","clinical research in cardiology",2016,89,15,17,0,0,-0.116533816255952,-1.99493510604611
"cardiac & cardiovascular systems","clinical research in cardiology",2017,87,12,21,0,0,-0.139262067333508,-0.994935106046114
"cardiac & cardiovascular systems","clinical research in cardiology",2018,98,13,22,0,0,-0.0202027073175195,0.00506489395388598
"cardiac & cardiovascular systems","clinical research in cardiology",2019,112,16,23,0,0,0.113328685307003,1.00506489395389
"cardiac & cardiovascular systems","clinical research in cardiology",2020,131,23,24,0,0,0.27002713721306,2.00506489395389
"cardiac & cardiovascular systems","clinical research in cardiology",2021,144,21,33,0,0,0.364643113587909,3.00506489395389
"cardiac & cardiovascular systems","clinical research in cardiology",2022,103,15,35,0,0,0.0295588022415444,4.00506489395389
"cardiac & cardiovascular systems","clinical research in cardiology",2023,131,12,43,0,0,0.27002713721306,5.00506489395389
"cardiac & cardiovascular systems","clinical research in cardiology",2024,153,12,28,0,0,0.425267735404344,6.00506489395389
"cardiac & cardiovascular systems","clinical research in cardiology",2025,257,38,64,0,0,0.943905898907128,7.00506489395389
"cardiac & cardiovascular systems","clinical research in cardiology",2026,26,4,10,0,0,-1.34707364796661,8.00506489395389
"cardiac & cardiovascular systems","eurointervention",2010,62,12,3,0,0,-0.478035800943,-7.99493510604611
"cardiac & cardiovascular systems","eurointervention",2011,49,8,4,0,0,-0.713349887877465,-6.99493510604611
"cardiac & cardiovascular systems","eurointervention",2012,4,1,0,0,0,-3.2188758248682,-5.99493510604611
"cardiac & cardiovascular systems","eurointervention",2014,13,2,3,0,0,-2.04022082852655,-3.99493510604611
"cardiac & cardiovascular systems","eurointervention",2015,20,3,1,0,0,-1.6094379124341,-2.99493510604611
"cardiac & cardiovascular systems","eurointervention",2016,24,2,2,0,0,-1.42711635564015,-1.99493510604611
"cardiac & cardiovascular systems","eurointervention",2017,29,6,6,0,0,-1.23787435600162,-0.994935106046114
"cardiac & cardiovascular systems","eurointervention",2018,2,0,0,0,0,-3.91202300542815,0.00506489395388598
"cardiac & cardiovascular systems","eurointervention",2019,6,0,2,0,0,-2.81341071676004,1.00506489395389
"cardiac & cardiovascular systems","eurointervention",2022,1,0,0,0,0,-4.60517018598809,4.00506489395389
"cardiac & cardiovascular systems","eurointervention",2023,11,2,5,0,0,-2.20727491318972,5.00506489395389
"cardiac & cardiovascular systems","eurointervention",2024,91,14,32,0,0,-0.0943106794712413,6.00506489395389
"cardiac & cardiovascular systems","eurointervention",2025,22,6,3,0,0,-1.51412773262978,7.00506489395389
"cardiac & cardiovascular systems","europace",2010,161,24,24,0,0,0.476234178996372,-7.99493510604611
"cardiac & cardiovascular systems","europace",2011,186,19,12,0,0,0.62057648772511,-6.99493510604611
"cardiac & cardiovascular systems","europace",2012,181,29,19,0,0,0.593326845277734,-5.99493510604611
"cardiac & cardiovascular systems","europace",2013,190,27,16,0,0,0.641853886172395,-4.99493510604611
"cardiac & cardiovascular systems","europace",2014,213,23,26,0,0,0.756121979721334,-3.99493510604611
"cardiac & cardiovascular systems","europace",2015,184,17,25,0,0,0.609765571620894,-2.99493510604611
"cardiac & cardiovascular systems","europace",2016,205,20,29,0,0,0.717839793150317,-1.99493510604611
"cardiac & cardiovascular systems","europace",2017,198,17,30,0,0,0.683096844706444,-0.994935106046114
"cardiac & cardiovascular systems","europace",2018,277,54,48,0,0,1.01884732019925,0.00506489395388598
"cardiac & cardiovascular systems","europace",2019,170,19,33,0,0,0.53062825106217,1.00506489395389
"cardiac & cardiovascular systems","europace",2020,187,26,41,0,0,0.625938430866495,2.00506489395389
"cardiac & cardiovascular systems","europace",2021,201,19,53,0,0,0.698134722070984,3.00506489395389
"cardiac & cardiovascular systems","europace",2022,147,15,30,0,0,0.385262400790645,4.00506489395389
"cardiac & cardiovascular systems","europace",2023,328,39,68,0,0,1.18784342239605,5.00506489395389
"cardiac & cardiovascular systems","europace",2024,167,22,48,0,0,0.512823626428664,6.00506489395389
"cardiac & cardiovascular systems","europace",2025,155,24,48,0,0,0.438254930931155,7.00506489395389
"cardiac & cardiovascular systems","european journal of cardiovascular nursing",2010,25,3,0,0,0,-1.38629436111989,-7.99493510604611
"cardiac & cardiovascular systems","european journal of cardiovascular nursing",2011,26,3,2,0,0,-1.34707364796661,-6.99493510604611
"cardiac & cardiovascular systems","european journal of cardiovascular nursing",2012,40,1,1,0,0,-0.916290731874155,-5.99493510604611
"cardiac & cardiovascular systems","european journal of cardiovascular nursing",2013,52,1,3,0,0,-0.653926467406664,-4.99493510604611
"cardiac & cardiovascular systems","european journal of cardiovascular nursing",2014,49,2,5,0,0,-0.713349887877465,-3.99493510604611
"cardiac & cardiovascular systems","european journal of cardiovascular nursing",2015,48,1,1,0,0,-0.7339691750802,-2.99493510604611
"cardiac & cardiovascular systems","european journal of cardiovascular nursing",2016,60,2,3,0,0,-0.510825623765991,-1.99493510604611
"cardiac & cardiovascular systems","european journal of cardiovascular nursing",2017,64,4,2,0,0,-0.446287102628419,-0.994935106046114
"cardiac & cardiovascular systems","european journal of cardiovascular nursing",2018,65,2,0,0,0,-0.430782916092454,0.00506489395388598
"cardiac & cardiovascular systems","european journal of cardiovascular nursing",2019,66,5,4,0,0,-0.415515443961666,1.00506489395389
"cardiac & cardiovascular systems","european journal of cardiovascular nursing",2020,57,0,3,0,0,-0.562118918153541,2.00506489395389
"cardiac & cardiovascular systems","european journal of cardiovascular nursing",2021,69,2,5,0,0,-0.371063681390832,3.00506489395389
"cardiac & cardiovascular systems","european journal of cardiovascular nursing",2022,73,3,6,0,0,-0.3147107448397,4.00506489395389
"cardiac & cardiovascular systems","european journal of cardiovascular nursing",2023,80,4,5,0,0,-0.22314355131421,5.00506489395389
"cardiac & cardiovascular systems","european journal of cardiovascular nursing",2024,83,1,5,0,0,-0.186329578191493,6.00506489395389
"cardiac & cardiovascular systems","european journal of cardiovascular nursing",2025,98,5,9,0,0,-0.0202027073175195,7.00506489395389
"cardiac & cardiovascular systems","european journal of heart failure",2010,135,37,27,0,0,0.300104592450338,-7.99493510604611
"cardiac & cardiovascular systems","european journal of heart failure",2011,140,27,27,0,0,0.336472236621213,-6.99493510604611
"cardiac & cardiovascular systems","european journal of heart failure",2012,124,36,17,0,0,0.215111379616945,-5.99493510604611
"cardiac & cardiovascular systems","european journal of heart failure",2013,138,33,23,0,0,0.322083499169113,-4.99493510604611
"cardiac & cardiovascular systems","european journal of heart failure",2014,127,28,22,0,0,0.2390169004705,-3.99493510604611
"cardiac & cardiovascular systems","european journal of heart failure",2015,102,21,18,0,0,0.0198026272961797,-2.99493510604611
"cardiac & cardiovascular systems","european journal of heart failure",2016,95,16,14,0,0,-0.0512932943875506,-1.99493510604611
"cardiac & cardiovascular systems","european journal of heart failure",2017,109,15,21,0,0,0.0861776962410524,-0.994935106046114
"cardiac & cardiovascular systems","european journal of heart failure",2018,96,16,25,0,0,-0.0408219945202552,0.00506489395388598
"cardiac & cardiovascular systems","european journal of heart failure",2019,97,13,19,0,0,-0.0304592074847086,1.00506489395389
"cardiac & cardiovascular systems","european journal of heart failure",2020,127,23,28,0,0,0.2390169004705,2.00506489395389
"cardiac & cardiovascular systems","european journal of heart failure",2021,117,17,36,0,0,0.157003748809665,3.00506489395389
"cardiac & cardiovascular systems","european journal of heart failure",2022,127,20,30,0,0,0.2390169004705,4.00506489395389
"cardiac & cardiovascular systems","european journal of heart failure",2023,138,20,26,0,0,0.322083499169113,5.00506489395389
"cardiac & cardiovascular systems","european journal of heart failure",2024,161,18,44,0,0,0.476234178996372,6.00506489395389
"cardiac & cardiovascular systems","european journal of heart failure",2025,196,24,42,0,0,0.672944473242426,7.00506489395389
"cardiac & cardiovascular systems","european journal of preventive cardiology",2012,123,14,8,0,0,0.207014169384326,-5.99493510604611
"cardiac & cardiovascular systems","european journal of preventive cardiology",2013,99,8,11,0,0,-0.0100503358535015,-4.99493510604611
"cardiac & cardiovascular systems","european journal of preventive cardiology",2014,154,19,15,0,0,0.431782416425538,-3.99493510604611
"cardiac & cardiovascular systems","european journal of preventive cardiology",2015,144,21,8,0,0,0.364643113587909,-2.99493510604611
"cardiac & cardiovascular systems","european journal of preventive cardiology",2016,154,21,17,0,0,0.431782416425538,-1.99493510604611
"cardiac & cardiovascular systems","european journal of preventive cardiology",2017,144,16,19,0,0,0.364643113587909,-0.994935106046114
"cardiac & cardiovascular systems","european journal of preventive cardiology",2018,114,13,5,0,0,0.131028262406404,0.00506489395388598
"cardiac & cardiovascular systems","european journal of preventive cardiology",2019,92,9,12,0,0,-0.083381608939051,1.00506489395389
"cardiac & cardiovascular systems","european journal of preventive cardiology",2020,102,16,12,0,0,0.0198026272961797,2.00506489395389
"cardiac & cardiovascular systems","european journal of preventive cardiology",2021,139,11,15,0,0,0.3293037471426,3.00506489395389
"cardiac & cardiovascular systems","european journal of preventive cardiology",2022,162,20,21,0,0,0.482426149244293,4.00506489395389
"cardiac & cardiovascular systems","european journal of preventive cardiology",2023,145,18,32,0,0,0.371563556432483,5.00506489395389
"cardiac & cardiovascular systems","european journal of preventive cardiology",2024,142,16,28,0,0,0.350656871613169,6.00506489395389
"cardiac & cardiovascular systems","european journal of preventive cardiology",2025,396,37,78,0,0,1.37624402526639,7.00506489395389
"cardiac & cardiovascular systems","frontiers in cardiovascular medicine",2014,4,1,0,0,0,-3.2188758248682,-3.99493510604611
"cardiac & cardiovascular systems","frontiers in cardiovascular medicine",2015,19,3,5,0,0,-1.66073120682165,-2.99493510604611
"cardiac & cardiovascular systems","frontiers in cardiovascular medicine",2016,14,5,3,0,0,-1.96611285637283,-1.99493510604611
"cardiac & cardiovascular systems","frontiers in cardiovascular medicine",2017,37,9,11,0,0,-0.994252273343867,-0.994935106046114
"cardiac & cardiovascular systems","frontiers in cardiovascular medicine",2018,88,23,22,0,0,-0.127833371509885,0.00506489395388598
"cardiac & cardiovascular systems","frontiers in cardiovascular medicine",2019,60,22,19,0,0,-0.510825623765991,1.00506489395389
"cardiac & cardiovascular systems","frontiers in cardiovascular medicine",2020,200,47,67,0,0,0.693147180559945,2.00506489395389
"cardiac & cardiovascular systems","frontiers in cardiovascular medicine",2021,1473,355,481,0,0,2.68988623047454,3.00506489395389
"cardiac & cardiovascular systems","frontiers in cardiovascular medicine",2022,2495,424,809,0,0,3.21687382219753,4.00506489395389
"cardiac & cardiovascular systems","frontiers in cardiovascular medicine",2023,1345,173,395,0,0,2.59897910604785,5.00506489395389
"cardiac & cardiovascular systems","frontiers in cardiovascular medicine",2024,917,110,254,0,0,2.21593728626837,6.00506489395389
