"field","journal","year","n_graphs","n_bar_cont","n_informative","n_bar_or_informative","policy","policy_year","log_offset","year_centered"
"cardiac & cardiovascular systems","european journal of preventive cardiology",2017,144,16,19,32,0,0,0.364643113587909,-0.788763339610796
"cardiac & cardiovascular systems","european journal of preventive cardiology",2018,114,13,5,18,0,0,0.131028262406404,0.211236660389204
"cardiac & cardiovascular systems","european journal of preventive cardiology",2019,92,9,12,19,0,0,-0.083381608939051,1.2112366603892
"cardiac & cardiovascular systems","european journal of preventive cardiology",2020,102,16,12,27,0,0,0.0198026272961797,2.2112366603892
"cardiac & cardiovascular systems","european journal of preventive cardiology",2021,139,11,15,25,0,0,0.3293037471426,3.2112366603892
"cardiac & cardiovascular systems","european journal of preventive cardiology",2022,162,20,21,37,0,0,0.482426149244293,4.2112366603892
"cardiac & cardiovascular systems","european journal of preventive cardiology",2023,145,18,32,48,0,0,0.371563556432483,5.2112366603892
"cardiac & cardiovascular systems","european journal of preventive cardiology",2024,142,16,28,40,0,0,0.350656871613169,6.2112366603892
"cardiac & cardiovascular systems","european journal of preventive cardiology",2025,396,37,78,104,0,0,1.37624402526639,7.2112366603892
"cardiac & cardiovascular systems","frontiers in cardiovascular medicine",2014,4,1,0,1,0,0,-3.2188758248682,-3.7887633396108
"cardiac & cardiovascular systems","frontiers in cardiovascular medicine",2015,19,3,5,8,0,0,-1.66073120682165,-2.7887633396108
"cardiac & cardiovascular systems","frontiers in cardiovascular medicine",2016,14,5,3,7,0,0,-1.96611285637283,-1.7887633396108
"cardiac & cardiovascular systems","frontiers in cardiovascular medicine",2017,37,9,11,17,0,0,-0.994252273343867,-0.788763339610796
"cardiac & cardiovascular systems","frontiers in cardiovascular medicine",2018,88,23,22,36,0,0,-0.127833371509885,0.211236660389204
"cardiac & cardiovascular systems","frontiers in cardiovascular medicine",2019,60,22,19,34,0,0,-0.510825623765991,1.2112366603892
"cardiac & cardiovascular systems","frontiers in cardiovascular medicine",2020,200,47,67,103,0,0,0.693147180559945,2.2112366603892
"cardiac & cardiovascular systems","frontiers in cardiovascular medicine",2021,1473,355,481,699,0,0,2.68988623047454,3.2112366603892
"cardiac & cardiovascular systems","frontiers in cardiovascular medicine",2022,2495,424,809,1067,0,0,3.21687382219753,4.2112366603892
"cardiac & cardiovascular systems","frontiers in cardiovascular medicine",2023,1345,173,395,509,0,0,2.59897910604785,5.2112366603892
"cardiac & cardiovascular systems","frontiers in cardiovascular medicine",2024,917,110,254,324,0,0,2.21593728626837,6.2112366603892
"cardiac & cardiovascular systems","frontiers in cardiovascular medicine",2025,1020,143,313,402,0,0,2.32238772029023,7.2112366603892
"cardiac & cardiovascular systems","heart",2010,172,39,25,59,1,1,0.542324290825362,-7.7887633396108
"cardiac & cardiovascular systems","heart",2011,183,46,36,73,1,2,0.60431596685333,-6.7887633396108
"cardiac & cardiovascular systems","heart",2012,142,22,26,44,1,3,0.350656871613169,-5.7887633396108
"cardiac & cardiovascular systems","heart",2013,151,28,21,46,1,4,0.412109650826833,-4.7887633396108
"cardiac & cardiovascular systems","heart",2014,145,16,33,46,1,5,0.371563556432483,-3.7887633396108
"cardiac & cardiovascular systems","heart",2015,146,12,33,42,1,6,0.378436435720245,-2.7887633396108
"cardiac & cardiovascular systems","heart",2016,145,13,42,50,1,7,0.371563556432483,-1.7887633396108
"cardiac & cardiovascular systems","heart",2017,158,6,38,43,1,8,0.457424847038875,-0.788763339610796
"cardiac & cardiovascular systems","heart",2018,144,3,32,35,1,9,0.364643113587909,0.211236660389204
"cardiac & cardiovascular systems","heart",2019,135,7,35,42,1,10,0.300104592450338,1.2112366603892
"cardiac & cardiovascular systems","heart",2020,154,8,32,39,1,11,0.431782416425538,2.2112366603892
"cardiac & cardiovascular systems","heart",2021,131,12,30,39,1,12,0.27002713721306,3.2112366603892
"cardiac & cardiovascular systems","heart",2022,154,10,38,46,1,13,0.431782416425538,4.2112366603892
"cardiac & cardiovascular systems","heart",2023,130,5,34,38,1,14,0.262364264467491,5.2112366603892
"cardiac & cardiovascular systems","heart",2024,109,7,25,31,1,15,0.0861776962410524,6.2112366603892
"cardiac & cardiovascular systems","heart",2025,179,19,26,42,1,16,0.582215619852664,7.2112366603892
"cardiac & cardiovascular systems","heart rhythm",2010,174,58,24,73,0,0,0.553885113226438,-7.7887633396108
"cardiac & cardiovascular systems","heart rhythm",2011,173,52,26,69,0,0,0.548121408509688,-6.7887633396108
"cardiac & cardiovascular systems","heart rhythm",2012,176,57,37,84,0,0,0.56531380905006,-5.7887633396108
"cardiac & cardiovascular systems","heart rhythm",2013,190,49,37,75,0,0,0.641853886172395,-4.7887633396108
"cardiac & cardiovascular systems","heart rhythm",2014,233,49,45,81,0,0,0.845868267577609,-3.7887633396108
"cardiac & cardiovascular systems","heart rhythm",2015,246,54,51,97,0,0,0.900161349944271,-2.7887633396108
"cardiac & cardiovascular systems","heart rhythm",2016,234,57,42,85,0,0,0.85015092936961,-1.7887633396108
"cardiac & cardiovascular systems","heart rhythm",2017,184,40,47,73,0,0,0.609765571620894,-0.788763339610796
"cardiac & cardiovascular systems","heart rhythm",2018,179,42,39,71,0,0,0.582215619852664,0.211236660389204
"cardiac & cardiovascular systems","heart rhythm",2019,175,38,40,65,0,0,0.559615787935423,1.2112366603892
"cardiac & cardiovascular systems","heart rhythm",2020,220,29,48,66,0,0,0.78845736036427,2.2112366603892
"cardiac & cardiovascular systems","heart rhythm",2021,177,9,19,24,0,0,0.570979546585738,3.2112366603892
"cardiac & cardiovascular systems","heart rhythm",2022,178,31,53,72,0,0,0.576613364303994,4.2112366603892
"cardiac & cardiovascular systems","heart rhythm",2023,128,27,35,52,0,0,0.246860077931526,5.2112366603892
"cardiac & cardiovascular systems","heart rhythm",2024,195,25,55,69,0,0,0.667829372575655,6.2112366603892
"cardiac & cardiovascular systems","heart rhythm",2025,353,51,104,131,0,0,1.26129787094521,7.2112366603892
"cardiac & cardiovascular systems","international journal of cardiovascular imaging",2010,92,11,10,21,0,0,-0.083381608939051,-7.7887633396108
"cardiac & cardiovascular systems","international journal of cardiovascular imaging",2011,91,13,14,26,0,0,-0.0943106794712413,-6.7887633396108
"cardiac & cardiovascular systems","international journal of cardiovascular imaging",2012,204,31,37,64,0,0,0.712949807856125,-5.7887633396108
"cardiac & cardiovascular systems","international journal of cardiovascular imaging",2013,206,41,27,65,0,0,0.72270598280149,-4.7887633396108
"cardiac & cardiovascular systems","international journal of cardiovascular imaging",2014,167,38,24,54,0,0,0.512823626428664,-3.7887633396108
"cardiac & cardiovascular systems","international journal of cardiovascular imaging",2015,179,29,39,63,0,0,0.582215619852664,-2.7887633396108
"cardiac & cardiovascular systems","international journal of cardiovascular imaging",2016,175,29,36,60,0,0,0.559615787935423,-1.7887633396108
"cardiac & cardiovascular systems","international journal of cardiovascular imaging",2017,184,38,33,64,0,0,0.609765571620894,-0.788763339610796
"cardiac & cardiovascular systems","international journal of cardiovascular imaging",2018,183,23,42,56,0,0,0.60431596685333,0.211236660389204
"cardiac & cardiovascular systems","international journal of cardiovascular imaging",2019,208,25,45,67,0,0,0.732367893713227,1.2112366603892
"cardiac & cardiovascular systems","international journal of cardiovascular imaging",2020,197,33,49,76,0,0,0.678033542749897,2.2112366603892
"cardiac & cardiovascular systems","international journal of cardiovascular imaging",2021,305,36,61,91,0,0,1.11514159061932,3.2112366603892
"cardiac & cardiovascular systems","international journal of cardiovascular imaging",2022,238,31,62,88,0,0,0.867100487683383,4.2112366603892
"cardiac & cardiovascular systems","international journal of cardiovascular imaging",2023,214,26,50,69,0,0,0.76080582903376,5.2112366603892
"cardiac & cardiovascular systems","international journal of cardiovascular imaging",2024,221,29,57,81,0,0,0.792992515529661,6.2112366603892
"cardiac & cardiovascular systems","international journal of cardiovascular imaging",2025,192,24,55,70,0,0,0.65232518603969,7.2112366603892
"cardiac & cardiovascular systems","jacc cardiooncology",2019,16,3,4,6,1,1,-1.83258146374831,1.2112366603892
"cardiac & cardiovascular systems","jacc cardiooncology",2020,35,11,9,15,1,2,-1.04982212449868,2.2112366603892
"cardiac & cardiovascular systems","jacc cardiooncology",2021,29,6,7,12,1,3,-1.23787435600162,3.2112366603892
"cardiac & cardiovascular systems","jacc cardiooncology",2022,29,2,5,6,1,4,-1.23787435600162,4.2112366603892
"cardiac & cardiovascular systems","jacc cardiooncology",2023,39,3,10,12,1,5,-0.941608539858445,5.2112366603892
"cardiac & cardiovascular systems","jacc cardiooncology",2024,37,2,8,9,1,6,-0.994252273343867,6.2112366603892
"cardiac & cardiovascular systems","jacc cardiooncology",2025,34,4,14,15,1,7,-1.07880966137193,7.2112366603892
"cardiac & cardiovascular systems","jacc clinical electrophysiology",2015,45,10,8,15,1,1,-0.798507696217772,-2.7887633396108
"cardiac & cardiovascular systems","jacc clinical electrophysiology",2016,64,15,19,29,1,2,-0.446287102628419,-1.7887633396108
"cardiac & cardiovascular systems","jacc clinical electrophysiology",2017,107,17,32,40,1,3,0.0676586484738149,-0.788763339610796
"cardiac & cardiovascular systems","jacc clinical electrophysiology",2018,109,13,32,41,1,4,0.0861776962410524,0.211236660389204
"cardiac & cardiovascular systems","jacc clinical electrophysiology",2019,93,11,14,24,1,5,-0.0725706928348354,1.2112366603892
"cardiac & cardiovascular systems","jacc clinical electrophysiology",2020,114,17,32,42,1,6,0.131028262406404,2.2112366603892
"cardiac & cardiovascular systems","jacc clinical electrophysiology",2021,103,13,25,33,1,7,0.0295588022415444,3.2112366603892
"cardiac & cardiovascular systems","jacc clinical electrophysiology",2022,87,10,33,41,1,8,-0.139262067333508,4.2112366603892
"cardiac & cardiovascular systems","jacc clinical electrophysiology",2023,151,24,53,63,1,9,0.412109650826833,5.2112366603892
"cardiac & cardiovascular systems","jacc clinical electrophysiology",2024,155,25,55,65,1,10,0.438254930931155,6.2112366603892
"cardiac & cardiovascular systems","jacc clinical electrophysiology",2025,149,15,57,65,1,11,0.398776119957368,7.2112366603892
"cardiac & cardiovascular systems","journal of cardiac failure",2010,94,31,25,51,0,0,-0.0618754037180875,-7.7887633396108
"cardiac & cardiovascular systems","journal of cardiac failure",2011,110,33,18,47,0,0,0.0953101798043249,-6.7887633396108
"cardiac & cardiovascular systems","journal of cardiac failure",2012,103,31,16,42,0,0,0.0295588022415444,-5.7887633396108
"cardiac & cardiovascular systems","journal of cardiac failure",2013,87,18,12,29,0,0,-0.139262067333508,-4.7887633396108
"cardiac & cardiovascular systems","journal of cardiac failure",2014,95,19,18,34,0,0,-0.0512932943875506,-3.7887633396108
"cardiac & cardiovascular systems","journal of cardiac failure",2015,87,22,17,33,0,0,-0.139262067333508,-2.7887633396108
"cardiac & cardiovascular systems","journal of cardiac failure",2016,87,12,22,33,0,0,-0.139262067333508,-1.7887633396108
"cardiac & cardiovascular systems","journal of cardiac failure",2017,77,18,16,32,0,0,-0.261364764134408,-0.788763339610796
"cardiac & cardiovascular systems","journal of cardiac failure",2018,73,18,20,35,0,0,-0.3147107448397,0.211236660389204
"cardiac & cardiovascular systems","journal of cardiac failure",2019,84,15,20,32,0,0,-0.174353387144778,1.2112366603892
"cardiac & cardiovascular systems","journal of cardiac failure",2020,97,20,23,41,0,0,-0.0304592074847086,2.2112366603892
"cardiac & cardiovascular systems","journal of cardiac failure",2021,109,19,20,34,0,0,0.0861776962410524,3.2112366603892
"cardiac & cardiovascular systems","journal of cardiac failure",2022,109,10,18,26,0,0,0.0861776962410524,4.2112366603892
"cardiac & cardiovascular systems","journal of cardiac failure",2023,76,8,18,25,0,0,-0.27443684570176,5.2112366603892
"cardiac & cardiovascular systems","journal of cardiac failure",2024,79,6,13,18,0,0,-0.23572233352107,6.2112366603892
"cardiac & cardiovascular systems","journal of cardiac failure",2025,68,5,12,17,0,0,-0.385662480811985,7.2112366603892
"cardiac & cardiovascular systems","journal of cardiovascular computed tomography",2010,20,3,3,6,0,0,-1.6094379124341,-7.7887633396108
"cardiac & cardiovascular systems","journal of cardiovascular computed tomography",2011,31,6,5,9,0,0,-1.17118298150295,-6.7887633396108
"cardiac & cardiovascular systems","journal of cardiovascular computed tomography",2012,29,1,2,3,0,0,-1.23787435600162,-5.7887633396108
"cardiac & cardiovascular systems","journal of cardiovascular computed tomography",2013,36,9,5,12,0,0,-1.02165124753198,-4.7887633396108
"cardiac & cardiovascular systems","journal of cardiovascular computed tomography",2014,41,3,9,10,0,0,-0.891598119283784,-3.7887633396108
"cardiac & cardiovascular systems","journal of cardiovascular computed tomography",2015,43,6,4,9,0,0,-0.843970070294529,-2.7887633396108
"cardiac & cardiovascular systems","journal of cardiovascular computed tomography",2016,50,4,14,18,0,0,-0.693147180559945,-1.7887633396108
"cardiac & cardiovascular systems","journal of cardiovascular computed tomography",2017,54,10,12,20,0,0,-0.616186139423817,-0.788763339610796
"cardiac & cardiovascular systems","journal of cardiovascular computed tomography",2018,46,5,6,11,0,0,-0.776528789498996,0.211236660389204
"cardiac & cardiovascular systems","journal of cardiovascular computed tomography",2019,33,2,9,11,0,0,-1.10866262452161,1.2112366603892
"cardiac & cardiovascular systems","journal of cardiovascular computed tomography",2020,40,6,8,14,0,0,-0.916290731874155,2.2112366603892
"cardiac & cardiovascular systems","journal of cardiovascular computed tomography",2021,38,7,10,15,0,0,-0.967584026261706,3.2112366603892
"cardiac & cardiovascular systems","journal of cardiovascular computed tomography",2022,35,5,6,10,0,0,-1.04982212449868,4.2112366603892
"cardiac & cardiovascular systems","journal of cardiovascular computed tomography",2023,36,1,6,7,0,0,-1.02165124753198,5.2112366603892
"cardiac & cardiovascular systems","journal of cardiovascular computed tomography",2024,49,5,11,14,0,0,-0.713349887877465,6.2112366603892
"cardiac & cardiovascular systems","journal of cardiovascular computed tomography",2025,55,1,21,22,0,0,-0.59783700075562,7.2112366603892
