field,journal,year,n_graphs,n_bar_cont,n_informative,n_bar_or_informative,policy,policy_year,log_offset,year_centered,num_articles,p_bar,p_informative,p_total,All_Fields
endocrinology & metabolism,international journal of obesity,2013,186,68,10,75,1,4,0.62057648772511,-4.99493510604611,75,0.9066666666666666,0.13333333333333333,1.04,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,international journal of obesity,2014,201,81,16,88,1,5,0.698134722070984,-3.99493510604611,88,0.9204545454545454,0.18181818181818182,1.1022727272727273,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,international journal of obesity,2015,191,93,24,106,1,6,0.647103242058538,-2.99493510604611,106,0.8773584905660378,0.22641509433962265,1.1037735849056605,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,international journal of obesity,2016,215,113,35,127,1,7,0.765467842139571,-1.99493510604611,127,0.889763779527559,0.2755905511811024,1.1653543307086613,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,international journal of obesity,2017,205,87,30,102,1,8,0.717839793150317,-0.994935106046114,102,0.8529411764705882,0.29411764705882354,1.1470588235294117,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,international journal of obesity,2018,199,75,36,92,1,9,0.688134638736401,0.0050648939538859,92,0.8152173913043478,0.391304347826087,1.2065217391304348,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,international journal of obesity,2019,231,88,49,114,1,10,0.837247524533702,1.00506489395389,114,0.7719298245614035,0.4298245614035088,1.2017543859649122,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,international journal of obesity,2020,211,68,54,102,1,11,0.746687947487975,2.00506489395389,102,0.6666666666666666,0.5294117647058824,1.196078431372549,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,international journal of obesity,2021,230,54,54,90,1,12,0.832909122935104,3.00506489395389,90,0.6,0.6,1.2,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,international journal of obesity,2022,213,58,57,95,1,13,0.756121979721334,4.00506489395389,95,0.6105263157894737,0.6,1.2105263157894737,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,international journal of obesity,2023,110,18,27,42,1,14,0.0953101798043249,5.00506489395389,42,0.42857142857142855,0.6428571428571429,1.0714285714285714,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,international journal of obesity,2024,159,29,40,57,1,15,0.46373401623214,6.00506489395389,57,0.5087719298245614,0.7017543859649122,1.2105263157894737,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,international journal of obesity,2025,229,29,65,84,1,16,0.828551817566148,7.00506489395389,84,0.34523809523809523,0.7738095238095238,1.119047619047619,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,journal of bone and mineral research,2010,263,156,27,167,1,1,0.966983846189673,-7.99493510604611,167,0.9341317365269461,0.16167664670658682,1.095808383233533,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,journal of bone and mineral research,2011,271,175,33,188,1,2,0.99694863489161,-6.99493510604611,188,0.9308510638297872,0.17553191489361702,1.1063829787234043,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,journal of bone and mineral research,2012,233,123,36,137,1,3,0.845868267577609,-5.99493510604611,137,0.8978102189781022,0.26277372262773724,1.1605839416058394,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,journal of bone and mineral research,2013,225,130,40,151,1,4,0.810930216216329,-4.99493510604611,151,0.8609271523178808,0.26490066225165565,1.1258278145695364,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,journal of bone and mineral research,2014,243,142,40,156,1,5,0.887891257352457,-3.99493510604611,156,0.9102564102564102,0.2564102564102564,1.1666666666666665,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,journal of bone and mineral research,2015,201,127,51,146,1,6,0.698134722070984,-2.99493510604611,146,0.8698630136986302,0.3493150684931507,1.2191780821917808,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,journal of bone and mineral research,2016,190,107,44,125,1,7,0.641853886172395,-1.99493510604611,125,0.856,0.352,1.208,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,journal of bone and mineral research,2017,227,115,56,129,1,8,0.819779831493311,-0.994935106046114,129,0.8914728682170543,0.43410852713178294,1.3255813953488373,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,journal of bone and mineral research,2018,193,89,55,114,1,9,0.657520002916794,0.0050648939538859,114,0.7807017543859649,0.4824561403508772,1.263157894736842,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,journal of bone and mineral research,2019,182,85,58,115,1,10,0.598836501088704,1.00506489395389,115,0.7391304347826086,0.5043478260869565,1.2434782608695651,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,journal of bone and mineral research,2020,208,37,120,138,1,11,0.732367893713227,2.00506489395389,138,0.26811594202898553,0.8695652173913043,1.1376811594202898,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,journal of bone and mineral research,2021,180,20,117,124,1,12,0.587786664902119,3.00506489395389,124,0.16129032258064516,0.9435483870967742,1.1048387096774195,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,journal of bone and mineral research,2022,188,18,112,123,1,13,0.631271776841858,4.00506489395389,123,0.14634146341463414,0.9105691056910569,1.056910569105691,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,journal of bone and mineral research,2023,141,16,73,78,1,14,0.343589704390077,5.00506489395389,78,0.20512820512820512,0.9358974358974359,1.141025641025641,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,journal of bone and mineral research,2024,142,14,72,82,1,15,0.350656871613169,6.00506489395389,82,0.17073170731707318,0.8780487804878049,1.048780487804878,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,journal of bone and mineral research,2025,141,24,73,79,1,16,0.343589704390077,7.00506489395389,79,0.3037974683544304,0.9240506329113924,1.2278481012658229,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,journal of cerebral blood flow and metabolism,2010,159,101,32,118,1,1,0.46373401623214,-7.99493510604611,118,0.8559322033898306,0.2711864406779661,1.1271186440677967,ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
endocrinology & metabolism,journal of cerebral blood flow and metabolism,2011,192,122,32,140,1,2,0.65232518603969,-6.99493510604611,140,0.8714285714285714,0.22857142857142856,1.1,ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
endocrinology & metabolism,journal of cerebral blood flow and metabolism,2012,148,90,30,105,1,3,0.392042087776024,-5.99493510604611,105,0.8571428571428571,0.2857142857142857,1.1428571428571428,ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
endocrinology & metabolism,journal of cerebral blood flow and metabolism,2013,194,127,46,149,1,4,0.662687973075237,-4.99493510604611,149,0.8523489932885906,0.3087248322147651,1.1610738255033557,ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
endocrinology & metabolism,journal of cerebral blood flow and metabolism,2014,193,126,55,149,1,5,0.657520002916794,-3.99493510604611,149,0.8456375838926175,0.3691275167785235,1.214765100671141,ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
endocrinology & metabolism,journal of cerebral blood flow and metabolism,2015,215,131,61,156,1,6,0.765467842139571,-2.99493510604611,156,0.8397435897435898,0.391025641025641,1.2307692307692308,ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
endocrinology & metabolism,journal of cerebral blood flow and metabolism,2016,7,2,3,5,1,7,-2.65926003693278,-1.99493510604611,5,0.4,0.6,1.0,ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
endocrinology & metabolism,journal of cerebral blood flow and metabolism,2022,88,16,58,61,1,8,-0.127833371509885,4.00506489395389,61,0.26229508196721313,0.9508196721311475,1.2131147540983607,ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
endocrinology & metabolism,journal of cerebral blood flow and metabolism,2023,144,26,97,109,1,9,0.364643113587909,5.00506489395389,109,0.23853211009174313,0.8899082568807339,1.1284403669724772,ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
endocrinology & metabolism,journal of cerebral blood flow and metabolism,2024,135,21,100,106,1,10,0.300104592450338,6.00506489395389,106,0.19811320754716982,0.9433962264150944,1.1415094339622642,ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
endocrinology & metabolism,journal of cerebral blood flow and metabolism,2025,202,31,152,158,1,11,0.703097511413113,7.00506489395389,158,0.1962025316455696,0.9620253164556962,1.1582278481012658,ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
endocrinology & metabolism,journal of cerebral blood flow and metabolism,2026,10,1,9,9,1,12,-2.30258509299405,8.00506489395389,9,0.1111111111111111,1.0,1.1111111111111112,ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
endocrinology & metabolism,journal of molecular endocrinology,2018,1,1,0,1,1,2,-4.60517018598809,0.0050648939538859,1,1.0,0.0,1.0,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,journal of molecular endocrinology,2019,1,1,0,1,1,3,-4.60517018598809,1.00506489395389,1,1.0,0.0,1.0,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,journal of molecular endocrinology,2022,9,2,6,7,1,4,-2.40794560865187,4.00506489395389,7,0.2857142857142857,0.8571428571428571,1.1428571428571428,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,journal of molecular endocrinology,2023,12,4,9,10,1,5,-2.12026353620009,5.00506489395389,10,0.4,0.9,1.3,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,journal of molecular endocrinology,2024,18,7,14,17,1,6,-1.71479842809193,6.00506489395389,17,0.4117647058823529,0.8235294117647058,1.2352941176470589,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,journal of molecular endocrinology,2025,6,3,5,6,1,7,-2.81341071676004,7.00506489395389,6,0.5,0.8333333333333334,1.3333333333333335,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,nature metabolism,2019,71,28,69,70,1,1,-0.342490308946776,1.00506489395389,70,0.4,0.9857142857142858,1.3857142857142857,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,nature metabolism,2020,87,48,85,85,1,2,-0.139262067333508,2.00506489395389,85,0.5647058823529412,1.0,1.5647058823529412,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,nature metabolism,2021,92,46,91,91,1,3,-0.083381608939051,3.00506489395389,91,0.5054945054945055,1.0,1.5054945054945055,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,nature metabolism,2022,95,40,95,95,1,4,-0.0512932943875506,4.00506489395389,95,0.42105263157894735,1.0,1.4210526315789473,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,nature metabolism,2023,112,47,110,110,1,5,0.113328685307003,5.00506489395389,110,0.42727272727272725,1.0,1.4272727272727272,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,nature metabolism,2024,116,52,110,111,1,6,0.148420005118273,6.00506489395389,111,0.46846846846846846,0.990990990990991,1.4594594594594594,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,nature metabolism,2025,127,61,122,123,1,7,0.2390169004705,7.00506489395389,123,0.4959349593495935,0.991869918699187,1.4878048780487805,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,nutrition & diabetes,2011,22,15,3,16,1,1,-1.51412773262978,-6.99493510604611,16,0.9375,0.1875,1.125,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,nutrition & diabetes,2012,33,16,2,17,1,2,-1.10866262452161,-5.99493510604611,17,0.9411764705882353,0.11764705882352941,1.0588235294117647,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,nutrition & diabetes,2013,33,13,7,18,1,3,-1.10866262452161,-4.99493510604611,18,0.7222222222222222,0.3888888888888889,1.1111111111111112,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,nutrition & diabetes,2014,42,20,7,22,1,4,-0.867500567704723,-3.99493510604611,22,0.9090909090909091,0.3181818181818182,1.2272727272727273,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,nutrition & diabetes,2015,32,14,4,18,1,5,-1.13943428318836,-2.99493510604611,18,0.7777777777777778,0.2222222222222222,1.0,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,nutrition & diabetes,2016,35,17,2,19,1,6,-1.04982212449868,-1.99493510604611,19,0.8947368421052632,0.10526315789473684,1.0,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,nutrition & diabetes,2017,39,11,3,14,1,7,-0.941608539858445,-0.994935106046114,14,0.7857142857142857,0.21428571428571427,1.0,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,nutrition & diabetes,2018,54,22,4,24,1,8,-0.616186139423817,0.0050648939538859,24,0.9166666666666666,0.16666666666666666,1.0833333333333333,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,nutrition & diabetes,2019,26,14,7,16,1,9,-1.34707364796661,1.00506489395389,16,0.875,0.4375,1.3125,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,nutrition & diabetes,2020,28,10,5,14,1,10,-1.27296567581289,2.00506489395389,14,0.7142857142857143,0.35714285714285715,1.0714285714285714,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,nutrition & diabetes,2021,27,9,9,15,1,11,-1.30933331998376,3.00506489395389,15,0.6,0.6,1.2,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,nutrition & diabetes,2022,42,16,10,20,1,12,-0.867500567704723,4.00506489395389,20,0.8,0.5,1.3,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,nutrition & diabetes,2023,23,7,6,10,1,13,-1.46967597005894,5.00506489395389,10,0.7,0.6,1.2999999999999998,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,nutrition & diabetes,2024,74,17,32,39,1,14,-0.301105092783922,6.00506489395389,39,0.4358974358974359,0.8205128205128205,1.2564102564102564,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
endocrinology & metabolism,nutrition & diabetes,2025,39,14,11,20,1,15,-0.941608539858445,7.00506489395389,20,0.7,0.55,1.25,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
genetics & heredity,cancer gene therapy,2010,88,82,20,83,1,1,-0.127833371509885,-7.99493510604611,83,0.9879518072289156,0.24096385542168675,1.2289156626506024,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
genetics & heredity,cancer gene therapy,2011,88,72,14,75,1,2,-0.127833371509885,-6.99493510604611,75,0.96,0.18666666666666668,1.1466666666666667,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
genetics & heredity,cancer gene therapy,2012,95,85,21,86,1,3,-0.0512932943875506,-5.99493510604611,86,0.9883720930232558,0.2441860465116279,1.2325581395348837,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
genetics & heredity,cancer gene therapy,2013,77,68,16,71,1,4,-0.261364764134408,-4.99493510604611,71,0.9577464788732394,0.22535211267605634,1.1830985915492958,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
genetics & heredity,cancer gene therapy,2014,59,50,16,52,1,5,-0.527632742082372,-3.99493510604611,52,0.9615384615384616,0.3076923076923077,1.2692307692307692,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
genetics & heredity,cancer gene therapy,2015,54,49,19,50,1,6,-0.616186139423817,-2.99493510604611,50,0.98,0.38,1.3599999999999999,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
genetics & heredity,cancer gene therapy,2016,51,44,16,45,1,7,-0.673344553263766,-1.99493510604611,45,0.9777777777777777,0.35555555555555557,1.3333333333333333,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
genetics & heredity,cancer gene therapy,2017,41,33,8,35,1,8,-0.891598119283784,-0.994935106046114,35,0.9428571428571428,0.22857142857142856,1.1714285714285715,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
genetics & heredity,cancer gene therapy,2018,29,24,11,25,1,9,-1.23787435600162,0.0050648939538859,25,0.96,0.44,1.4,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
genetics & heredity,cancer gene therapy,2019,38,26,15,28,1,10,-0.967584026261706,1.00506489395389,28,0.9285714285714286,0.5357142857142857,1.4642857142857144,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
genetics & heredity,cancer gene therapy,2020,66,44,36,51,1,11,-0.415515443961666,2.00506489395389,51,0.8627450980392157,0.7058823529411765,1.5686274509803924,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
genetics & heredity,cancer gene therapy,2021,72,61,59,68,1,12,-0.328504066972036,3.00506489395389,68,0.8970588235294118,0.8676470588235294,1.7647058823529411,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
genetics & heredity,cancer gene therapy,2022,136,115,105,131,1,13,0.307484699747961,4.00506489395389,131,0.8778625954198473,0.8015267175572519,1.6793893129770994,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
genetics & heredity,cancer gene therapy,2023,117,95,97,115,1,14,0.157003748809665,5.00506489395389,115,0.8260869565217391,0.8434782608695652,1.6695652173913045,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
genetics & heredity,cancer gene therapy,2024,121,90,109,118,1,15,0.19062035960865,6.00506489395389,118,0.7627118644067796,0.923728813559322,1.6864406779661016,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
genetics & heredity,cancer gene therapy,2025,97,74,84,93,1,16,-0.0304592074847086,7.00506489395389,93,0.7956989247311828,0.9032258064516129,1.6989247311827955,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
genetics & heredity,cancer gene therapy,2026,11,8,10,11,1,17,-2.20727491318972,8.00506489395389,11,0.7272727272727273,0.9090909090909091,1.6363636363636362,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
genetics & heredity,circulation-genomic and precision medicine,2022,42,2,15,17,1,2,-0.867500567704723,4.00506489395389,17,0.11764705882352941,0.8823529411764706,1.0,CARDIAC & CARDIOVASCULAR SYSTEMS; GENETICS & HEREDITY
genetics & heredity,circulation-genomic and precision medicine,2023,39,3,17,20,1,3,-0.941608539858445,5.00506489395389,20,0.15,0.85,1.0,CARDIAC & CARDIOVASCULAR SYSTEMS; GENETICS & HEREDITY
genetics & heredity,circulation-genomic and precision medicine,2024,30,3,16,17,1,4,-1.20397280432594,6.00506489395389,17,0.17647058823529413,0.9411764705882353,1.1176470588235294,CARDIAC & CARDIOVASCULAR SYSTEMS; GENETICS & HEREDITY
genetics & heredity,circulation-genomic and precision medicine,2025,47,8,18,22,1,5,-0.755022584278033,7.00506489395389,22,0.36363636363636365,0.8181818181818182,1.1818181818181819,CARDIAC & CARDIOVASCULAR SYSTEMS; GENETICS & HEREDITY
genetics & heredity,gene therapy,2010,142,120,32,128,1,1,0.350656871613169,-7.99493510604611,128,0.9375,0.25,1.1875,"BIOCHEMISTRY & MOLECULAR BIOLOGY; BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,gene therapy,2011,124,108,32,114,1,2,0.215111379616945,-6.99493510604611,114,0.9473684210526315,0.2807017543859649,1.2280701754385963,"BIOCHEMISTRY & MOLECULAR BIOLOGY; BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,gene therapy,2012,115,103,27,106,1,3,0.139761942375159,-5.99493510604611,106,0.9716981132075472,0.25471698113207547,1.2264150943396226,"BIOCHEMISTRY & MOLECULAR BIOLOGY; BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,gene therapy,2013,126,111,32,117,1,4,0.231111720963387,-4.99493510604611,117,0.9487179487179487,0.27350427350427353,1.2222222222222223,"BIOCHEMISTRY & MOLECULAR BIOLOGY; BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,gene therapy,2014,122,108,36,113,1,5,0.198850858745165,-3.99493510604611,113,0.9557522123893806,0.3185840707964602,1.2743362831858407,"BIOCHEMISTRY & MOLECULAR BIOLOGY; BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,gene therapy,2015,109,103,34,105,1,6,0.0861776962410524,-2.99493510604611,105,0.9809523809523809,0.3238095238095238,1.3047619047619048,"BIOCHEMISTRY & MOLECULAR BIOLOGY; BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,gene therapy,2016,90,79,22,84,1,7,-0.105360515657826,-1.99493510604611,84,0.9404761904761905,0.2619047619047619,1.2023809523809523,"BIOCHEMISTRY & MOLECULAR BIOLOGY; BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,gene therapy,2017,69,55,18,61,1,8,-0.371063681390832,-0.994935106046114,61,0.9016393442622951,0.29508196721311475,1.1967213114754098,"BIOCHEMISTRY & MOLECULAR BIOLOGY; BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,gene therapy,2018,40,32,16,37,1,9,-0.916290731874155,0.0050648939538859,37,0.8648648648648649,0.43243243243243246,1.2972972972972974,"BIOCHEMISTRY & MOLECULAR BIOLOGY; BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,gene therapy,2019,43,28,22,37,1,10,-0.843970070294529,1.00506489395389,37,0.7567567567567568,0.5945945945945946,1.3513513513513513,"BIOCHEMISTRY & MOLECULAR BIOLOGY; BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,gene therapy,2020,32,25,17,30,1,11,-1.13943428318836,2.00506489395389,30,0.8333333333333334,0.5666666666666667,1.4,"BIOCHEMISTRY & MOLECULAR BIOLOGY; BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,gene therapy,2021,41,31,20,37,1,12,-0.891598119283784,3.00506489395389,37,0.8378378378378378,0.5405405405405406,1.3783783783783785,"BIOCHEMISTRY & MOLECULAR BIOLOGY; BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,gene therapy,2022,56,42,32,50,1,13,-0.579818495252942,4.00506489395389,50,0.84,0.64,1.48,"BIOCHEMISTRY & MOLECULAR BIOLOGY; BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,gene therapy,2023,72,38,45,59,1,14,-0.328504066972036,5.00506489395389,59,0.6440677966101694,0.7627118644067796,1.406779661016949,"BIOCHEMISTRY & MOLECULAR BIOLOGY; BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,gene therapy,2024,52,34,31,46,1,15,-0.653926467406664,6.00506489395389,46,0.7391304347826086,0.6739130434782609,1.4130434782608696,"BIOCHEMISTRY & MOLECULAR BIOLOGY; BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,gene therapy,2025,67,37,43,56,1,16,-0.400477566597125,7.00506489395389,56,0.6607142857142857,0.7678571428571429,1.4285714285714286,"BIOCHEMISTRY & MOLECULAR BIOLOGY; BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,genetics in medicine,2012,94,8,3,8,1,1,-0.0618754037180875,-5.99493510604611,8,1.0,0.375,1.375,GENETICS & HEREDITY
genetics & heredity,genetics in medicine,2013,73,12,8,18,1,2,-0.3147107448397,-4.99493510604611,18,0.6666666666666666,0.4444444444444444,1.1111111111111112,GENETICS & HEREDITY
genetics & heredity,genetics in medicine,2014,99,10,13,23,1,3,-0.0100503358535015,-3.99493510604611,23,0.43478260869565216,0.5652173913043478,1.0,GENETICS & HEREDITY
genetics & heredity,genetics in medicine,2015,84,9,8,15,1,4,-0.174353387144778,-2.99493510604611,15,0.6,0.5333333333333333,1.1333333333333333,GENETICS & HEREDITY
genetics & heredity,genetics in medicine,2016,119,13,17,27,1,5,0.173953307123438,-1.99493510604611,27,0.48148148148148145,0.6296296296296297,1.1111111111111112,GENETICS & HEREDITY
genetics & heredity,genetics in medicine,2017,127,14,11,22,1,6,0.2390169004705,-0.994935106046114,22,0.6363636363636364,0.5,1.1363636363636362,GENETICS & HEREDITY
genetics & heredity,genetics in medicine,2018,148,26,23,44,1,7,0.392042087776024,0.0050648939538859,44,0.5909090909090909,0.5227272727272727,1.1136363636363638,GENETICS & HEREDITY
