field,journal,year,n_graphs,n_bar_cont,n_informative,n_bar_or_informative,policy,policy_year,log_offset,year_centered,JCR_Abbrev,JID,num_articles,p_bar,p_informative,p_total
cardiac & cardiovascular systems,annals of thoracic surgery,2010,442,55,27,79,0,0,1.48613969608961,-7.99493510604611,ANN THORAC SURG,26.0,79,0.6962025316455697,0.34177215189873417,79
cardiac & cardiovascular systems,annals of thoracic surgery,2011,467,68,50,114,0,0,1.54115907168081,-6.99493510604611,ANN THORAC SURG,26.0,114,0.5964912280701754,0.43859649122807015,114
cardiac & cardiovascular systems,annals of thoracic surgery,2012,456,46,48,87,0,0,1.51732262352629,-5.99493510604611,ANN THORAC SURG,26.0,87,0.5287356321839081,0.5517241379310345,87
cardiac & cardiovascular systems,annals of thoracic surgery,2013,478,60,51,104,0,0,1.56444054650336,-4.99493510604611,ANN THORAC SURG,26.0,104,0.5769230769230769,0.49038461538461536,104
cardiac & cardiovascular systems,annals of thoracic surgery,2014,465,58,48,97,0,0,1.53686721959926,-3.99493510604611,ANN THORAC SURG,26.0,97,0.5979381443298969,0.4948453608247423,97
cardiac & cardiovascular systems,annals of thoracic surgery,2015,462,62,67,120,0,0,1.53039470509365,-2.99493510604611,ANN THORAC SURG,26.0,120,0.5166666666666667,0.5583333333333333,120
cardiac & cardiovascular systems,annals of thoracic surgery,2016,461,64,60,118,0,0,1.52822785700856,-1.99493510604611,ANN THORAC SURG,26.0,118,0.5423728813559322,0.5084745762711864,118
cardiac & cardiovascular systems,annals of thoracic surgery,2017,472,43,73,112,0,0,1.55180879959746,-0.994935106046114,ANN THORAC SURG,26.0,112,0.38392857142857145,0.6517857142857143,112
cardiac & cardiovascular systems,annals of thoracic surgery,2018,458,43,67,101,0,0,1.52169899812609,0.0050648939538859,ANN THORAC SURG,26.0,101,0.42574257425742573,0.6633663366336634,101
cardiac & cardiovascular systems,annals of thoracic surgery,2019,422,52,56,98,0,0,1.43983512804792,1.00506489395389,ANN THORAC SURG,26.0,98,0.5306122448979592,0.5714285714285714,98
cardiac & cardiovascular systems,annals of thoracic surgery,2020,444,29,70,95,0,0,1.49065437644413,2.00506489395389,ANN THORAC SURG,26.0,95,0.30526315789473685,0.7368421052631579,95
cardiac & cardiovascular systems,annals of thoracic surgery,2021,448,33,72,96,0,0,1.49962304642689,3.00506489395389,ANN THORAC SURG,26.0,96,0.34375,0.75,96
cardiac & cardiovascular systems,annals of thoracic surgery,2022,367,9,20,27,0,0,1.30019166206648,4.00506489395389,ANN THORAC SURG,26.0,27,0.3333333333333333,0.7407407407407407,27
cardiac & cardiovascular systems,annals of thoracic surgery,2023,278,12,46,56,0,0,1.02245092770255,5.00506489395389,ANN THORAC SURG,26.0,56,0.21428571428571427,0.8214285714285714,56
cardiac & cardiovascular systems,annals of thoracic surgery,2024,209,11,35,43,0,0,0.73716406597672,6.00506489395389,ANN THORAC SURG,26.0,43,0.2558139534883721,0.813953488372093,43
cardiac & cardiovascular systems,annals of thoracic surgery,2025,218,14,40,47,0,0,0.779324876800998,7.00506489395389,ANN THORAC SURG,26.0,47,0.2978723404255319,0.851063829787234,47
cardiac & cardiovascular systems,atherosclerosis,2010,496,229,85,278,0,0,1.60140574073684,-7.99493510604611,ATHEROSCLEROSIS,33.0,278,0.8237410071942446,0.3057553956834532,278
cardiac & cardiovascular systems,atherosclerosis,2011,406,194,79,231,0,0,1.40118297361364,-6.99493510604611,ATHEROSCLEROSIS,33.0,231,0.8398268398268398,0.341991341991342,231
cardiac & cardiovascular systems,atherosclerosis,2012,380,178,87,220,0,0,1.33500106673234,-5.99493510604611,ATHEROSCLEROSIS,33.0,220,0.8090909090909091,0.39545454545454545,220
cardiac & cardiovascular systems,atherosclerosis,2013,312,134,54,171,0,0,1.13783300182139,-4.99493510604611,ATHEROSCLEROSIS,33.0,171,0.783625730994152,0.3157894736842105,171
cardiac & cardiovascular systems,atherosclerosis,2014,394,179,86,226,0,0,1.37118072330984,-3.99493510604611,ATHEROSCLEROSIS,33.0,226,0.7920353982300885,0.3805309734513274,226
cardiac & cardiovascular systems,atherosclerosis,2015,399,146,78,195,0,0,1.38379123090177,-2.99493510604611,ATHEROSCLEROSIS,33.0,195,0.7487179487179487,0.4,195
cardiac & cardiovascular systems,atherosclerosis,2016,357,148,81,195,0,0,1.27256559579155,-1.99493510604611,ATHEROSCLEROSIS,33.0,195,0.7589743589743589,0.4153846153846154,195
cardiac & cardiovascular systems,atherosclerosis,2017,277,98,65,142,0,0,1.01884732019925,-0.994935106046114,ATHEROSCLEROSIS,33.0,142,0.6901408450704225,0.45774647887323944,142
cardiac & cardiovascular systems,atherosclerosis,2018,347,109,80,152,0,0,1.24415459395877,0.0050648939538859,ATHEROSCLEROSIS,33.0,152,0.7171052631578947,0.5263157894736842,152
cardiac & cardiovascular systems,atherosclerosis,2019,234,82,74,115,0,0,0.85015092936961,1.00506489395389,ATHEROSCLEROSIS,33.0,115,0.7130434782608696,0.6434782608695652,115
cardiac & cardiovascular systems,atherosclerosis,2020,227,57,65,105,0,0,0.819779831493311,2.00506489395389,ATHEROSCLEROSIS,33.0,105,0.5428571428571428,0.6190476190476191,105
cardiac & cardiovascular systems,atherosclerosis,2021,202,39,56,79,0,0,0.703097511413113,3.00506489395389,ATHEROSCLEROSIS,33.0,79,0.4936708860759494,0.7088607594936709,79
cardiac & cardiovascular systems,atherosclerosis,2022,174,30,59,77,0,0,0.553885113226438,4.00506489395389,ATHEROSCLEROSIS,33.0,77,0.38961038961038963,0.7662337662337663,77
cardiac & cardiovascular systems,atherosclerosis,2023,149,38,55,75,0,0,0.398776119957368,5.00506489395389,ATHEROSCLEROSIS,33.0,75,0.5066666666666667,0.7333333333333333,75
cardiac & cardiovascular systems,atherosclerosis,2024,165,36,75,89,0,0,0.500775287912489,6.00506489395389,ATHEROSCLEROSIS,33.0,89,0.4044943820224719,0.8426966292134831,89
cardiac & cardiovascular systems,atherosclerosis,2025,188,38,90,109,0,0,0.631271776841858,7.00506489395389,ATHEROSCLEROSIS,33.0,109,0.3486238532110092,0.8256880733944955,109
cardiac & cardiovascular systems,basic research in cardiology,2010,70,63,15,65,0,0,-0.356674943938732,-7.99493510604611,BASIC RES CARDIOL,5.0,65,0.9692307692307692,0.23076923076923078,65
cardiac & cardiovascular systems,basic research in cardiology,2011,97,87,20,92,0,0,-0.0304592074847086,-6.99493510604611,BASIC RES CARDIOL,5.0,92,0.9456521739130435,0.21739130434782608,92
cardiac & cardiovascular systems,basic research in cardiology,2012,67,60,20,63,0,0,-0.400477566597125,-5.99493510604611,BASIC RES CARDIOL,5.0,63,0.9523809523809523,0.31746031746031744,63
cardiac & cardiovascular systems,basic research in cardiology,2013,68,63,16,66,0,0,-0.385662480811985,-4.99493510604611,BASIC RES CARDIOL,5.0,66,0.9545454545454546,0.24242424242424243,66
cardiac & cardiovascular systems,basic research in cardiology,2014,48,43,16,47,0,0,-0.7339691750802,-3.99493510604611,BASIC RES CARDIOL,5.0,47,0.9148936170212766,0.3404255319148936,47
cardiac & cardiovascular systems,basic research in cardiology,2015,54,50,18,53,0,0,-0.616186139423817,-2.99493510604611,BASIC RES CARDIOL,5.0,53,0.9433962264150944,0.33962264150943394,53
cardiac & cardiovascular systems,basic research in cardiology,2016,53,51,20,53,0,0,-0.63487827243597,-1.99493510604611,BASIC RES CARDIOL,5.0,53,0.9622641509433962,0.37735849056603776,53
cardiac & cardiovascular systems,basic research in cardiology,2017,57,50,19,54,0,0,-0.562118918153541,-0.994935106046114,BASIC RES CARDIOL,5.0,54,0.9259259259259259,0.35185185185185186,54
cardiac & cardiovascular systems,basic research in cardiology,2018,28,21,15,27,0,0,-1.27296567581289,0.0050648939538859,BASIC RES CARDIOL,5.0,27,0.7777777777777778,0.5555555555555556,27
cardiac & cardiovascular systems,basic research in cardiology,2019,40,29,27,38,0,0,-0.916290731874155,1.00506489395389,BASIC RES CARDIOL,5.0,38,0.7631578947368421,0.7105263157894737,38
cardiac & cardiovascular systems,basic research in cardiology,2020,55,35,41,54,0,0,-0.59783700075562,2.00506489395389,BASIC RES CARDIOL,5.0,54,0.6481481481481481,0.7592592592592593,54
cardiac & cardiovascular systems,basic research in cardiology,2021,48,21,39,46,0,0,-0.7339691750802,3.00506489395389,BASIC RES CARDIOL,5.0,46,0.45652173913043476,0.8478260869565217,46
cardiac & cardiovascular systems,basic research in cardiology,2022,47,25,41,46,0,0,-0.755022584278033,4.00506489395389,BASIC RES CARDIOL,5.0,46,0.5434782608695652,0.8913043478260869,46
cardiac & cardiovascular systems,basic research in cardiology,2023,35,14,30,33,0,0,-1.04982212449868,5.00506489395389,BASIC RES CARDIOL,5.0,33,0.42424242424242425,0.9090909090909091,33
cardiac & cardiovascular systems,basic research in cardiology,2024,45,11,42,43,0,0,-0.798507696217772,6.00506489395389,BASIC RES CARDIOL,5.0,43,0.2558139534883721,0.9767441860465116,43
cardiac & cardiovascular systems,basic research in cardiology,2025,50,10,47,48,0,0,-0.693147180559945,7.00506489395389,BASIC RES CARDIOL,5.0,48,0.20833333333333334,0.9791666666666666,48
cardiac & cardiovascular systems,basic research in cardiology,2026,7,1,6,6,0,0,-2.65926003693278,8.00506489395389,BASIC RES CARDIOL,5.0,6,0.16666666666666666,1.0,6
cardiac & cardiovascular systems,canadian journal of cardiology,2010,50,14,5,19,0,0,-0.693147180559945,-7.99493510604611,CAN J CARDIOL,29.0,19,0.7368421052631579,0.2631578947368421,19
cardiac & cardiovascular systems,canadian journal of cardiology,2011,62,10,10,18,0,0,-0.478035800943,-6.99493510604611,CAN J CARDIOL,29.0,18,0.5555555555555556,0.5555555555555556,18
cardiac & cardiovascular systems,canadian journal of cardiology,2012,60,10,6,15,0,0,-0.510825623765991,-5.99493510604611,CAN J CARDIOL,29.0,15,0.6666666666666666,0.4,15
cardiac & cardiovascular systems,canadian journal of cardiology,2013,112,25,16,37,0,0,0.113328685307003,-4.99493510604611,CAN J CARDIOL,29.0,37,0.6756756756756757,0.43243243243243246,37
cardiac & cardiovascular systems,canadian journal of cardiology,2014,106,20,13,31,0,0,0.0582689081239758,-3.99493510604611,CAN J CARDIOL,29.0,31,0.6451612903225806,0.41935483870967744,31
cardiac & cardiovascular systems,canadian journal of cardiology,2015,74,21,11,28,0,0,-0.301105092783922,-2.99493510604611,CAN J CARDIOL,29.0,28,0.75,0.39285714285714285,28
cardiac & cardiovascular systems,canadian journal of cardiology,2016,121,24,17,39,0,0,0.19062035960865,-1.99493510604611,CAN J CARDIOL,29.0,39,0.6153846153846154,0.4358974358974359,39
cardiac & cardiovascular systems,canadian journal of cardiology,2017,77,13,18,29,0,0,-0.261364764134408,-0.994935106046114,CAN J CARDIOL,29.0,29,0.4482758620689655,0.6206896551724138,29
cardiac & cardiovascular systems,canadian journal of cardiology,2018,93,11,6,16,0,0,-0.0725706928348354,0.0050648939538859,CAN J CARDIOL,29.0,16,0.6875,0.375,16
cardiac & cardiovascular systems,canadian journal of cardiology,2019,96,17,27,38,0,0,-0.0408219945202552,1.00506489395389,CAN J CARDIOL,29.0,38,0.4473684210526316,0.7105263157894737,38
cardiac & cardiovascular systems,canadian journal of cardiology,2020,105,12,24,29,0,0,0.048790164169432,2.00506489395389,CAN J CARDIOL,29.0,29,0.41379310344827586,0.8275862068965517,29
cardiac & cardiovascular systems,canadian journal of cardiology,2021,112,13,18,25,0,0,0.113328685307003,3.00506489395389,CAN J CARDIOL,29.0,25,0.52,0.72,25
cardiac & cardiovascular systems,canadian journal of cardiology,2022,62,9,13,19,0,0,-0.478035800943,4.00506489395389,CAN J CARDIOL,29.0,19,0.47368421052631576,0.6842105263157895,19
cardiac & cardiovascular systems,canadian journal of cardiology,2023,64,12,17,27,0,0,-0.446287102628419,5.00506489395389,CAN J CARDIOL,29.0,27,0.4444444444444444,0.6296296296296297,27
cardiac & cardiovascular systems,canadian journal of cardiology,2024,81,5,17,21,0,0,-0.210721031315653,6.00506489395389,CAN J CARDIOL,29.0,21,0.23809523809523808,0.8095238095238095,21
cardiac & cardiovascular systems,canadian journal of cardiology,2025,111,17,31,42,0,0,0.104360015324243,7.00506489395389,CAN J CARDIOL,29.0,42,0.40476190476190477,0.7380952380952381,42
cardiac & cardiovascular systems,circulation,2010,331,136,76,172,1,1,1.19694818938897,-7.99493510604611,CIRCULATION,1.0,172,0.7906976744186046,0.4418604651162791,172
cardiac & cardiovascular systems,circulation,2011,262,135,58,157,1,2,0.963174317773006,-6.99493510604611,CIRCULATION,1.0,157,0.8598726114649682,0.36942675159235666,157
cardiac & cardiovascular systems,circulation,2012,53,24,9,29,1,3,-0.63487827243597,-5.99493510604611,CIRCULATION,1.0,29,0.8275862068965517,0.3103448275862069,29
cardiac & cardiovascular systems,circulation,2013,201,96,59,121,1,4,0.698134722070984,-4.99493510604611,CIRCULATION,1.0,121,0.7933884297520661,0.48760330578512395,121
cardiac & cardiovascular systems,circulation,2014,175,57,43,79,1,5,0.559615787935423,-3.99493510604611,CIRCULATION,1.0,79,0.7215189873417721,0.5443037974683544,79
cardiac & cardiovascular systems,circulation,2015,54,14,18,26,1,6,-0.616186139423817,-2.99493510604611,CIRCULATION,1.0,26,0.5384615384615384,0.6923076923076923,26
cardiac & cardiovascular systems,circulation,2016,10,2,2,4,1,7,-2.30258509299405,-1.99493510604611,CIRCULATION,1.0,4,0.5,0.5,4
cardiac & cardiovascular systems,circulation,2017,15,11,11,13,1,8,-1.89711998488588,-0.994935106046114,CIRCULATION,1.0,13,0.8461538461538461,0.8461538461538461,13
cardiac & cardiovascular systems,circulation,2018,12,9,6,10,1,9,-2.12026353620009,0.0050648939538859,CIRCULATION,1.0,10,0.9,0.6,10
cardiac & cardiovascular systems,circulation,2019,1,1,0,1,1,10,-4.60517018598809,1.00506489395389,CIRCULATION,1.0,1,1.0,0.0,1
cardiac & cardiovascular systems,circulation,2021,2,1,0,1,1,11,-3.91202300542815,3.00506489395389,CIRCULATION,1.0,1,1.0,0.0,1
cardiac & cardiovascular systems,circulation,2022,167,24,91,95,1,12,0.512823626428664,4.00506489395389,CIRCULATION,1.0,95,0.25263157894736843,0.9578947368421052,95
cardiac & cardiovascular systems,circulation,2023,179,30,89,94,1,13,0.582215619852664,5.00506489395389,CIRCULATION,1.0,94,0.3191489361702128,0.9468085106382979,94
cardiac & cardiovascular systems,circulation,2024,182,30,101,106,1,14,0.598836501088704,6.00506489395389,CIRCULATION,1.0,106,0.2830188679245283,0.9528301886792453,106
cardiac & cardiovascular systems,circulation,2025,190,33,116,125,1,15,0.641853886172395,7.00506489395389,CIRCULATION,1.0,125,0.264,0.928,125
cardiac & cardiovascular systems,circulation,2026,12,1,7,7,1,16,-2.12026353620009,8.00506489395389,CIRCULATION,1.0,7,0.14285714285714285,1.0,7
cardiac & cardiovascular systems,circulation-arrhythmia and electrophysiology,2010,62,17,10,25,1,1,-0.478035800943,-7.99493510604611,,,25,0.68,0.4,25
cardiac & cardiovascular systems,circulation-arrhythmia and electrophysiology,2011,65,17,10,24,1,2,-0.430782916092454,-6.99493510604611,,,24,0.7083333333333334,0.4166666666666667,24
cardiac & cardiovascular systems,circulation-arrhythmia and electrophysiology,2012,25,8,9,12,1,3,-1.38629436111989,-5.99493510604611,,,12,0.6666666666666666,0.75,12
cardiac & cardiovascular systems,circulation-arrhythmia and electrophysiology,2013,86,16,19,31,1,4,-0.150822889734584,-4.99493510604611,,,31,0.5161290322580645,0.6129032258064516,31
cardiac & cardiovascular systems,circulation-arrhythmia and electrophysiology,2014,51,10,12,19,1,5,-0.673344553263766,-3.99493510604611,,,19,0.5263157894736842,0.631578947368421,19
cardiac & cardiovascular systems,circulation-arrhythmia and electrophysiology,2015,2,2,0,2,1,6,-3.91202300542815,-2.99493510604611,,,2,1.0,0.0,2
cardiac & cardiovascular systems,circulation-arrhythmia and electrophysiology,2017,2,1,1,2,1,7,-3.91202300542815,-0.994935106046114,,,2,0.5,0.5,2
cardiac & cardiovascular systems,circulation-arrhythmia and electrophysiology,2022,49,7,16,21,1,9,-0.713349887877465,4.00506489395389,,,21,0.3333333333333333,0.7619047619047619,21
cardiac & cardiovascular systems,circulation-arrhythmia and electrophysiology,2023,49,6,19,21,1,10,-0.713349887877465,5.00506489395389,,,21,0.2857142857142857,0.9047619047619048,21
cardiac & cardiovascular systems,circulation-arrhythmia and electrophysiology,2024,64,14,24,30,1,11,-0.446287102628419,6.00506489395389,,,30,0.4666666666666667,0.8,30
cardiac & cardiovascular systems,circulation-arrhythmia and electrophysiology,2025,73,12,30,34,1,12,-0.3147107448397,7.00506489395389,,,34,0.35294117647058826,0.8823529411764706,34
cardiac & cardiovascular systems,circulation-arrhythmia and electrophysiology,2026,8,3,1,4,1,13,-2.52572864430826,8.00506489395389,,,4,0.75,0.25,4
cardiac & cardiovascular systems,circulation-cardiovascular imaging,2010,16,5,6,9,1,1,-1.83258146374831,-7.99493510604611,,,9,0.5555555555555556,0.6666666666666666,9
cardiac & cardiovascular systems,circulation-cardiovascular imaging,2011,29,11,3,14,1,2,-1.23787435600162,-6.99493510604611,,,14,0.7857142857142857,0.21428571428571427,14
cardiac & cardiovascular systems,circulation-cardiovascular imaging,2012,34,16,4,19,1,3,-1.07880966137193,-5.99493510604611,,,19,0.8421052631578947,0.21052631578947367,19
cardiac & cardiovascular systems,circulation-cardiovascular imaging,2013,22,8,6,13,1,4,-1.51412773262978,-4.99493510604611,,,13,0.6153846153846154,0.46153846153846156,13
cardiac & cardiovascular systems,circulation-cardiovascular imaging,2014,19,2,6,7,1,5,-1.66073120682165,-3.99493510604611,,,7,0.2857142857142857,0.8571428571428571,7
cardiac & cardiovascular systems,circulation-cardiovascular imaging,2015,31,5,8,11,1,6,-1.17118298150295,-2.99493510604611,,,11,0.45454545454545453,0.7272727272727273,11
cardiac & cardiovascular systems,circulation-cardiovascular imaging,2016,21,4,4,8,1,7,-1.56064774826467,-1.99493510604611,,,8,0.5,0.5,8
cardiac & cardiovascular systems,circulation-cardiovascular imaging,2017,15,2,3,5,1,8,-1.89711998488588,-0.994935106046114,,,5,0.4,0.6,5
cardiac & cardiovascular systems,circulation-cardiovascular imaging,2018,9,2,1,3,1,9,-2.40794560865187,0.0050648939538859,,,3,0.6666666666666666,0.3333333333333333,3
cardiac & cardiovascular systems,circulation-cardiovascular imaging,2019,2,1,1,2,1,10,-3.91202300542815,1.00506489395389,,,2,0.5,0.5,2
cardiac & cardiovascular systems,circulation-cardiovascular imaging,2020,46,9,10,17,1,11,-0.776528789498996,2.00506489395389,,,17,0.5294117647058824,0.5882352941176471,17
cardiac & cardiovascular systems,circulation-cardiovascular imaging,2022,45,4,13,16,1,13,-0.798507696217772,4.00506489395389,,,16,0.25,0.8125,16
cardiac & cardiovascular systems,circulation-cardiovascular imaging,2023,52,9,14,18,1,14,-0.653926467406664,5.00506489395389,,,18,0.5,0.7777777777777778,18
cardiac & cardiovascular systems,circulation-cardiovascular imaging,2024,58,5,17,20,1,15,-0.544727175441672,6.00506489395389,,,20,0.25,0.85,20
cardiac & cardiovascular systems,circulation-cardiovascular imaging,2025,66,8,26,32,1,16,-0.415515443961666,7.00506489395389,,,32,0.25,0.8125,32
cardiac & cardiovascular systems,circulation-cardiovascular imaging,2026,5,1,2,2,1,17,-2.99573227355399,8.00506489395389,,,2,0.5,1.0,2
cardiac & cardiovascular systems,circulation-cardiovascular interventions,2010,46,17,4,19,1,1,-0.776528789498996,-7.99493510604611,,,19,0.8947368421052632,0.21052631578947367,19
cardiac & cardiovascular systems,circulation-cardiovascular interventions,2011,33,13,7,17,1,2,-1.10866262452161,-6.99493510604611,,,17,0.7647058823529411,0.4117647058823529,17
cardiac & cardiovascular systems,circulation-cardiovascular interventions,2012,14,5,4,7,1,3,-1.96611285637283,-5.99493510604611,,,7,0.7142857142857143,0.5714285714285714,7
cardiac & cardiovascular systems,circulation-cardiovascular interventions,2013,42,8,9,17,1,4,-0.867500567704723,-4.99493510604611,,,17,0.47058823529411764,0.5294117647058824,17
cardiac & cardiovascular systems,circulation-cardiovascular interventions,2014,7,1,2,2,1,5,-2.65926003693278,-3.99493510604611,,,2,0.5,1.0,2
cardiac & cardiovascular systems,circulation-cardiovascular interventions,2022,70,7,17,22,1,6,-0.356674943938732,4.00506489395389,,,22,0.3181818181818182,0.7727272727272727,22
cardiac & cardiovascular systems,circulation-cardiovascular interventions,2023,52,2,13,15,1,7,-0.653926467406664,5.00506489395389,,,15,0.13333333333333333,0.8666666666666667,15
cardiac & cardiovascular systems,circulation-cardiovascular interventions,2024,81,13,23,32,1,8,-0.210721031315653,6.00506489395389,,,32,0.40625,0.71875,32
cardiac & cardiovascular systems,circulation-cardiovascular interventions,2025,81,5,17,22,1,9,-0.210721031315653,7.00506489395389,,,22,0.22727272727272727,0.7727272727272727,22
cardiac & cardiovascular systems,circulation-cardiovascular quality and outcomes,2010,52,8,8,15,1,1,-0.653926467406664,-7.99493510604611,,,15,0.5333333333333333,0.5333333333333333,15
cardiac & cardiovascular systems,circulation-cardiovascular quality and outcomes,2011,28,5,7,11,1,2,-1.27296567581289,-6.99493510604611,,,11,0.45454545454545453,0.6363636363636364,11
cardiac & cardiovascular systems,circulation-cardiovascular quality and outcomes,2012,4,1,0,1,1,3,-3.2188758248682,-5.99493510604611,,,1,1.0,0.0,1
cardiac & cardiovascular systems,circulation-cardiovascular quality and outcomes,2013,52,8,3,11,1,4,-0.653926467406664,-4.99493510604611,,,11,0.7272727272727273,0.2727272727272727,11
cardiac & cardiovascular systems,circulation-cardiovascular quality and outcomes,2014,15,1,3,4,1,5,-1.89711998488588,-3.99493510604611,,,4,0.25,0.75,4
cardiac & cardiovascular systems,circulation-cardiovascular quality and outcomes,2022,58,4,7,11,1,7,-0.544727175441672,4.00506489395389,,,11,0.36363636363636365,0.6363636363636364,11
cardiac & cardiovascular systems,circulation-cardiovascular quality and outcomes,2023,56,1,6,7,1,8,-0.579818495252942,5.00506489395389,,,7,0.14285714285714285,0.8571428571428571,7
cardiac & cardiovascular systems,circulation-cardiovascular quality and outcomes,2024,77,4,17,20,1,9,-0.261364764134408,6.00506489395389,,,20,0.2,0.85,20
cardiac & cardiovascular systems,circulation-cardiovascular quality and outcomes,2025,62,3,7,10,1,10,-0.478035800943,7.00506489395389,,,10,0.3,0.7,10
cardiac & cardiovascular systems,circulation research,2010,82,76,14,77,1,1,-0.198450938723838,-7.99493510604611,CIRC RES,4.0,77,0.987012987012987,0.18181818181818182,77
cardiac & cardiovascular systems,circulation research,2011,67,62,11,62,1,2,-0.400477566597125,-6.99493510604611,CIRC RES,4.0,62,1.0,0.1774193548387097,62
cardiac & cardiovascular systems,circulation research,2012,71,66,19,67,1,3,-0.342490308946776,-5.99493510604611,CIRC RES,4.0,67,0.9850746268656716,0.2835820895522388,67
cardiac & cardiovascular systems,circulation research,2013,55,53,13,54,1,4,-0.59783700075562,-4.99493510604611,CIRC RES,4.0,54,0.9814814814814815,0.24074074074074073,54
cardiac & cardiovascular systems,circulation research,2014,44,42,16,43,1,5,-0.82098055206983,-3.99493510604611,CIRC RES,4.0,43,0.9767441860465116,0.37209302325581395,43
cardiac & cardiovascular systems,circulation research,2015,54,49,25,52,1,6,-0.616186139423817,-2.99493510604611,CIRC RES,4.0,52,0.9423076923076923,0.4807692307692308,52
cardiac & cardiovascular systems,circulation research,2016,32,25,14,27,1,7,-1.13943428318836,-1.99493510604611,CIRC RES,4.0,27,0.9259259259259259,0.5185185185185185,27
cardiac & cardiovascular systems,circulation research,2017,40,36,23,39,1,8,-0.916290731874155,-0.994935106046114,CIRC RES,4.0,39,0.9230769230769231,0.5897435897435898,39
cardiac & cardiovascular systems,circulation research,2018,36,27,20,31,1,9,-1.02165124753198,0.0050648939538859,CIRC RES,4.0,31,0.8709677419354839,0.6451612903225806,31
cardiac & cardiovascular systems,circulation research,2019,42,20,30,35,1,10,-0.867500567704723,1.00506489395389,CIRC RES,4.0,35,0.5714285714285714,0.8571428571428571,35
cardiac & cardiovascular systems,circulation research,2020,56,10,53,53,1,11,-0.579818495252942,2.00506489395389,CIRC RES,4.0,53,0.18867924528301888,1.0,53
cardiac & cardiovascular systems,circulation research,2021,61,14,58,59,1,12,-0.49429632181478,3.00506489395389,CIRC RES,4.0,59,0.23728813559322035,0.9830508474576272,59
cardiac & cardiovascular systems,circulation research,2022,50,6,45,46,1,13,-0.693147180559945,4.00506489395389,CIRC RES,4.0,46,0.13043478260869565,0.9782608695652174,46
cardiac & cardiovascular systems,circulation research,2023,48,10,45,45,1,14,-0.7339691750802,5.00506489395389,CIRC RES,4.0,45,0.2222222222222222,1.0,45
cardiac & cardiovascular systems,circulation research,2024,101,13,92,92,1,15,0.009950330853168,6.00506489395389,CIRC RES,4.0,92,0.14130434782608695,1.0,92
cardiac & cardiovascular systems,circulation research,2025,125,26,125,125,1,16,0.22314355131421,7.00506489395389,CIRC RES,4.0,125,0.208,1.0,125
cardiac & cardiovascular systems,circulation research,2026,14,4,14,14,1,17,-1.96611285637283,8.00506489395389,CIRC RES,4.0,14,0.2857142857142857,1.0,14
cardiac & cardiovascular systems,clinical research in cardiology,2010,67,20,11,30,0,0,-0.400477566597125,-7.99493510604611,CLIN RES CARDIOL,24.0,30,0.6666666666666666,0.36666666666666664,30
cardiac & cardiovascular systems,clinical research in cardiology,2011,90,27,24,47,0,0,-0.105360515657826,-6.99493510604611,CLIN RES CARDIOL,24.0,47,0.574468085106383,0.5106382978723404,47
cardiac & cardiovascular systems,clinical research in cardiology,2012,96,18,25,43,0,0,-0.0408219945202552,-5.99493510604611,CLIN RES CARDIOL,24.0,43,0.4186046511627907,0.5813953488372093,43
cardiac & cardiovascular systems,clinical research in cardiology,2013,79,16,13,27,0,0,-0.23572233352107,-4.99493510604611,CLIN RES CARDIOL,24.0,27,0.5925925925925926,0.48148148148148145,27
cardiac & cardiovascular systems,clinical research in cardiology,2014,71,16,18,29,0,0,-0.342490308946776,-3.99493510604611,CLIN RES CARDIOL,24.0,29,0.5517241379310345,0.6206896551724138,29
cardiac & cardiovascular systems,clinical research in cardiology,2015,89,23,23,40,0,0,-0.116533816255952,-2.99493510604611,CLIN RES CARDIOL,24.0,40,0.575,0.575,40
cardiac & cardiovascular systems,clinical research in cardiology,2016,89,15,17,29,0,0,-0.116533816255952,-1.99493510604611,CLIN RES CARDIOL,24.0,29,0.5172413793103449,0.5862068965517241,29
cardiac & cardiovascular systems,clinical research in cardiology,2017,87,12,21,31,0,0,-0.139262067333508,-0.994935106046114,CLIN RES CARDIOL,24.0,31,0.3870967741935484,0.6774193548387096,31
cardiac & cardiovascular systems,clinical research in cardiology,2018,98,13,22,33,0,0,-0.0202027073175195,0.0050648939538859,CLIN RES CARDIOL,24.0,33,0.3939393939393939,0.6666666666666666,33
cardiac & cardiovascular systems,clinical research in cardiology,2019,112,16,23,35,0,0,0.113328685307003,1.00506489395389,CLIN RES CARDIOL,24.0,35,0.45714285714285713,0.6571428571428571,35
cardiac & cardiovascular systems,clinical research in cardiology,2020,131,23,24,41,0,0,0.27002713721306,2.00506489395389,CLIN RES CARDIOL,24.0,41,0.5609756097560976,0.5853658536585366,41
cardiac & cardiovascular systems,clinical research in cardiology,2021,144,21,33,49,0,0,0.364643113587909,3.00506489395389,CLIN RES CARDIOL,24.0,49,0.42857142857142855,0.673469387755102,49
cardiac & cardiovascular systems,clinical research in cardiology,2022,103,15,35,44,0,0,0.0295588022415444,4.00506489395389,CLIN RES CARDIOL,24.0,44,0.3409090909090909,0.7954545454545454,44
cardiac & cardiovascular systems,clinical research in cardiology,2023,131,12,43,49,0,0,0.27002713721306,5.00506489395389,CLIN RES CARDIOL,24.0,49,0.24489795918367346,0.8775510204081632,49
