field,journal,year,n_graphs,n_bar_cont,n_informative,n_bar_or_informative,policy,policy_year,log_offset,year_centered,JCR_Abbrev,JID,num_articles,p_bar,p_informative,p_total
cardiac & cardiovascular systems,nutrition metabolism & cardiovascular diseases,2013,152,39,11,48,0,0,0.418710334858185,-4.99493510604611,,,48,0.8125,0.22916666666666666,48
cardiac & cardiovascular systems,nutrition metabolism & cardiovascular diseases,2014,150,44,22,61,0,0,0.405465108108164,-3.99493510604611,,,61,0.7213114754098361,0.36065573770491804,61
cardiac & cardiovascular systems,nutrition metabolism & cardiovascular diseases,2015,120,27,13,37,0,0,0.182321556793955,-2.99493510604611,,,37,0.7297297297297297,0.35135135135135137,37
cardiac & cardiovascular systems,nutrition metabolism & cardiovascular diseases,2016,110,36,13,45,0,0,0.0953101798043249,-1.99493510604611,,,45,0.8,0.28888888888888886,45
cardiac & cardiovascular systems,nutrition metabolism & cardiovascular diseases,2017,104,25,15,35,0,0,0.0392207131532813,-0.994935106046114,,,35,0.7142857142857143,0.42857142857142855,35
cardiac & cardiovascular systems,nutrition metabolism & cardiovascular diseases,2018,128,30,24,50,0,0,0.246860077931526,0.0050648939538859,,,50,0.6,0.48,50
cardiac & cardiovascular systems,nutrition metabolism & cardiovascular diseases,2019,130,34,20,47,0,0,0.262364264467491,1.00506489395389,,,47,0.723404255319149,0.425531914893617,47
cardiac & cardiovascular systems,nutrition metabolism & cardiovascular diseases,2020,216,34,30,61,0,0,0.770108221696074,2.00506489395389,,,61,0.5573770491803278,0.4918032786885246,61
cardiac & cardiovascular systems,nutrition metabolism & cardiovascular diseases,2021,306,54,60,102,0,0,1.11841491596429,3.00506489395389,,,102,0.5294117647058824,0.5882352941176471,102
cardiac & cardiovascular systems,nutrition metabolism & cardiovascular diseases,2022,245,39,38,70,0,0,0.896088024556636,4.00506489395389,,,70,0.5571428571428572,0.5428571428571428,70
cardiac & cardiovascular systems,nutrition metabolism & cardiovascular diseases,2023,221,27,26,47,0,0,0.792992515529661,5.00506489395389,,,47,0.574468085106383,0.5531914893617021,47
cardiac & cardiovascular systems,nutrition metabolism & cardiovascular diseases,2024,259,22,36,55,0,0,0.951657875711446,6.00506489395389,,,55,0.4,0.6545454545454545,55
cardiac & cardiovascular systems,nutrition metabolism & cardiovascular diseases,2025,229,18,36,50,0,0,0.828551817566148,7.00506489395389,,,50,0.36,0.72,50
clinical neurology,brain,2010,258,140,69,172,1,1,0.947789398933526,-7.99493510604611,BRAIN,34.0,172,0.813953488372093,0.4011627906976744,172
clinical neurology,brain,2011,251,123,58,158,1,2,0.920282753143692,-6.99493510604611,BRAIN,34.0,158,0.7784810126582279,0.3670886075949367,158
clinical neurology,brain,2012,258,126,80,172,1,3,0.947789398933526,-5.99493510604611,BRAIN,34.0,172,0.7325581395348837,0.46511627906976744,172
clinical neurology,brain,2013,243,126,58,156,1,4,0.887891257352457,-4.99493510604611,BRAIN,34.0,156,0.8076923076923077,0.3717948717948718,156
clinical neurology,brain,2014,221,113,64,145,1,5,0.792992515529661,-3.99493510604611,BRAIN,34.0,145,0.7793103448275862,0.4413793103448276,145
clinical neurology,brain,2015,239,122,75,158,1,6,0.871293365943419,-2.99493510604611,BRAIN,34.0,158,0.7721518987341772,0.47468354430379744,158
clinical neurology,brain,2016,198,96,67,129,1,7,0.683096844706444,-1.99493510604611,BRAIN,34.0,129,0.7441860465116279,0.5193798449612403,129
clinical neurology,brain,2017,204,102,79,140,1,8,0.712949807856125,-0.994935106046114,BRAIN,34.0,140,0.7285714285714285,0.5642857142857143,140
clinical neurology,brain,2018,200,72,113,150,1,9,0.693147180559945,0.0050648939538859,BRAIN,34.0,150,0.48,0.7533333333333333,150
clinical neurology,brain,2019,243,30,155,168,1,10,0.887891257352457,1.00506489395389,BRAIN,34.0,168,0.17857142857142858,0.9226190476190477,168
clinical neurology,brain,2020,212,29,142,151,1,11,0.751416088683921,2.00506489395389,BRAIN,34.0,151,0.19205298013245034,0.9403973509933775,151
clinical neurology,brain,2021,231,33,164,173,1,12,0.837247524533702,3.00506489395389,BRAIN,34.0,173,0.1907514450867052,0.9479768786127167,173
clinical neurology,brain,2022,292,34,202,207,1,13,1.07158361628019,4.00506489395389,BRAIN,34.0,207,0.1642512077294686,0.9758454106280193,207
clinical neurology,brain,2023,348,63,235,246,1,14,1.24703229378638,5.00506489395389,BRAIN,34.0,246,0.25609756097560976,0.9552845528455285,246
clinical neurology,brain,2024,265,59,198,207,1,15,0.974559639998131,6.00506489395389,BRAIN,34.0,207,0.28502415458937197,0.9565217391304348,207
clinical neurology,brain,2025,403,84,296,307,1,16,1.39376637595859,7.00506489395389,BRAIN,34.0,307,0.2736156351791531,0.9641693811074918,307
clinical neurology,movement disorders,2010,340,86,74,137,0,0,1.22377543162212,-7.99493510604611,MOVEMENT DISORD,35.0,137,0.6277372262773723,0.5401459854014599,137
clinical neurology,movement disorders,2011,246,72,89,137,0,0,0.900161349944271,-6.99493510604611,MOVEMENT DISORD,35.0,137,0.5255474452554745,0.6496350364963503,137
clinical neurology,movement disorders,2012,147,34,28,59,0,0,0.385262400790645,-5.99493510604611,MOVEMENT DISORD,35.0,59,0.576271186440678,0.4745762711864407,59
clinical neurology,movement disorders,2013,128,35,15,42,0,0,0.246860077931526,-4.99493510604611,MOVEMENT DISORD,35.0,42,0.8333333333333334,0.35714285714285715,42
clinical neurology,movement disorders,2014,153,34,25,51,0,0,0.425267735404344,-3.99493510604611,MOVEMENT DISORD,35.0,51,0.6666666666666666,0.49019607843137253,51
clinical neurology,movement disorders,2015,154,27,24,46,0,0,0.431782416425538,-2.99493510604611,MOVEMENT DISORD,35.0,46,0.5869565217391305,0.5217391304347826,46
clinical neurology,movement disorders,2016,124,29,17,43,0,0,0.215111379616945,-1.99493510604611,MOVEMENT DISORD,35.0,43,0.6744186046511628,0.3953488372093023,43
clinical neurology,movement disorders,2017,115,26,31,53,0,0,0.139761942375159,-0.994935106046114,MOVEMENT DISORD,35.0,53,0.49056603773584906,0.5849056603773585,53
clinical neurology,movement disorders,2018,121,38,35,64,0,0,0.19062035960865,0.0050648939538859,MOVEMENT DISORD,35.0,64,0.59375,0.546875,64
clinical neurology,movement disorders,2019,132,41,36,62,0,0,0.27763173659828,1.00506489395389,MOVEMENT DISORD,35.0,62,0.6612903225806451,0.5806451612903226,62
clinical neurology,movement disorders,2020,210,43,64,94,0,0,0.741937344729377,2.00506489395389,MOVEMENT DISORD,35.0,94,0.4574468085106383,0.6808510638297872,94
clinical neurology,movement disorders,2021,235,45,93,122,0,0,0.854415328156068,3.00506489395389,MOVEMENT DISORD,35.0,122,0.36885245901639346,0.7622950819672131,122
clinical neurology,movement disorders,2022,198,37,85,103,0,0,0.683096844706444,4.00506489395389,MOVEMENT DISORD,35.0,103,0.3592233009708738,0.8252427184466019,103
clinical neurology,movement disorders,2023,189,26,84,100,0,0,0.636576829071551,5.00506489395389,MOVEMENT DISORD,35.0,100,0.26,0.84,100
clinical neurology,movement disorders,2024,172,17,71,83,0,0,0.542324290825362,6.00506489395389,MOVEMENT DISORD,35.0,83,0.20481927710843373,0.8554216867469879,83
clinical neurology,movement disorders,2025,254,30,105,124,0,0,0.932164081030445,7.00506489395389,MOVEMENT DISORD,35.0,124,0.24193548387096775,0.8467741935483871,124
clinical neurology,neuro oncology,2010,124,53,26,65,0,0,0.215111379616945,-7.99493510604611,,,65,0.8153846153846154,0.4,65
clinical neurology,neuro oncology,2011,120,50,24,62,0,0,0.182321556793955,-6.99493510604611,,,62,0.8064516129032258,0.3870967741935484,62
clinical neurology,neuro oncology,2012,132,58,45,75,0,0,0.27763173659828,-5.99493510604611,,,75,0.7733333333333333,0.6,75
clinical neurology,neuro oncology,2013,154,70,49,91,0,0,0.431782416425538,-4.99493510604611,,,91,0.7692307692307693,0.5384615384615384,91
clinical neurology,neuro oncology,2014,137,47,43,64,0,0,0.314810739840034,-3.99493510604611,,,64,0.734375,0.671875,64
clinical neurology,neuro oncology,2015,132,53,41,73,0,0,0.27763173659828,-2.99493510604611,,,73,0.726027397260274,0.5616438356164384,73
clinical neurology,neuro oncology,2016,130,61,45,75,0,0,0.262364264467491,-1.99493510604611,,,75,0.8133333333333334,0.6,75
clinical neurology,neuro oncology,2017,125,42,43,66,0,0,0.22314355131421,-0.994935106046114,,,66,0.6363636363636364,0.6515151515151515,66
clinical neurology,neuro oncology,2018,118,47,44,62,0,0,0.165514438477573,0.0050648939538859,,,62,0.7580645161290323,0.7096774193548387,62
clinical neurology,neuro oncology,2019,103,41,44,62,0,0,0.0295588022415444,1.00506489395389,,,62,0.6612903225806451,0.7096774193548387,62
clinical neurology,neuro oncology,2020,127,45,57,69,0,0,0.2390169004705,2.00506489395389,,,69,0.6521739130434783,0.8260869565217391,69
clinical neurology,neuro oncology,2021,131,34,64,70,0,0,0.27002713721306,3.00506489395389,,,70,0.4857142857142857,0.9142857142857143,70
clinical neurology,neuro oncology,2022,142,46,68,81,0,0,0.350656871613169,4.00506489395389,,,81,0.5679012345679012,0.8395061728395061,81
clinical neurology,neuro oncology,2023,152,50,84,95,0,0,0.418710334858185,5.00506489395389,,,95,0.5263157894736842,0.8842105263157894,95
clinical neurology,neuro oncology,2024,142,45,88,94,0,0,0.350656871613169,6.00506489395389,,,94,0.4787234042553192,0.9361702127659575,94
clinical neurology,neuro oncology,2025,258,88,152,170,0,0,0.947789398933526,7.00506489395389,,,170,0.5176470588235295,0.8941176470588236,170
clinical neurology,neuropathology & applied neurobiology,2010,37,22,10,26,0,0,-0.994252273343867,-7.99493510604611,,,26,0.8461538461538461,0.38461538461538464,26
clinical neurology,neuropathology & applied neurobiology,2011,38,22,11,27,0,0,-0.967584026261706,-6.99493510604611,,,27,0.8148148148148148,0.4074074074074074,27
clinical neurology,neuropathology & applied neurobiology,2012,39,23,10,28,0,0,-0.941608539858445,-5.99493510604611,,,28,0.8214285714285714,0.35714285714285715,28
clinical neurology,neuropathology & applied neurobiology,2013,46,21,14,30,0,0,-0.776528789498996,-4.99493510604611,,,30,0.7,0.4666666666666667,30
clinical neurology,neuropathology & applied neurobiology,2014,48,27,9,33,0,0,-0.7339691750802,-3.99493510604611,,,33,0.8181818181818182,0.2727272727272727,33
clinical neurology,neuropathology & applied neurobiology,2015,48,27,17,35,0,0,-0.7339691750802,-2.99493510604611,,,35,0.7714285714285715,0.4857142857142857,35
clinical neurology,neuropathology & applied neurobiology,2016,26,15,6,17,0,0,-1.34707364796661,-1.99493510604611,,,17,0.8823529411764706,0.35294117647058826,17
clinical neurology,neuropathology & applied neurobiology,2017,24,11,8,16,0,0,-1.42711635564015,-0.994935106046114,,,16,0.6875,0.5,16
clinical neurology,neuropathology & applied neurobiology,2018,29,11,15,20,0,0,-1.23787435600162,0.0050648939538859,,,20,0.55,0.75,20
clinical neurology,neuropathology & applied neurobiology,2019,28,11,17,24,0,0,-1.27296567581289,1.00506489395389,,,24,0.4583333333333333,0.7083333333333334,24
clinical neurology,neuropathology & applied neurobiology,2020,28,17,17,24,0,0,-1.27296567581289,2.00506489395389,,,24,0.7083333333333334,0.7083333333333334,24
clinical neurology,neuropathology & applied neurobiology,2021,66,29,40,53,0,0,-0.415515443961666,3.00506489395389,,,53,0.5471698113207547,0.7547169811320755,53
clinical neurology,neuropathology & applied neurobiology,2022,63,30,33,45,0,0,-0.462035459596559,4.00506489395389,,,45,0.6666666666666666,0.7333333333333333,45
clinical neurology,neuropathology & applied neurobiology,2023,58,27,34,47,0,0,-0.544727175441672,5.00506489395389,,,47,0.574468085106383,0.723404255319149,47
clinical neurology,neuropathology & applied neurobiology,2024,30,7,22,23,0,0,-1.20397280432594,6.00506489395389,,,23,0.30434782608695654,0.9565217391304348,23
clinical neurology,neuropathology & applied neurobiology,2025,32,5,21,23,0,0,-1.13943428318836,7.00506489395389,,,23,0.21739130434782608,0.9130434782608695,23
clinical neurology,neurotherapeutics,2011,9,5,1,5,0,0,-2.40794560865187,-6.99493510604611,NEUROTHERAPEUTICS,39.0,5,1.0,0.2,5
clinical neurology,neurotherapeutics,2012,15,13,2,13,0,0,-1.89711998488588,-5.99493510604611,NEUROTHERAPEUTICS,39.0,13,1.0,0.15384615384615385,13
clinical neurology,neurotherapeutics,2013,11,8,2,8,0,0,-2.20727491318972,-4.99493510604611,NEUROTHERAPEUTICS,39.0,8,1.0,0.25,8
clinical neurology,neurotherapeutics,2014,16,11,1,11,0,0,-1.83258146374831,-3.99493510604611,NEUROTHERAPEUTICS,39.0,11,1.0,0.09090909090909091,11
clinical neurology,neurotherapeutics,2015,17,14,1,14,0,0,-1.77195684193188,-2.99493510604611,NEUROTHERAPEUTICS,39.0,14,1.0,0.07142857142857142,14
clinical neurology,neurotherapeutics,2016,21,15,6,17,0,0,-1.56064774826467,-1.99493510604611,NEUROTHERAPEUTICS,39.0,17,0.8823529411764706,0.35294117647058826,17
clinical neurology,neurotherapeutics,2017,23,17,7,18,0,0,-1.46967597005894,-0.994935106046114,NEUROTHERAPEUTICS,39.0,18,0.9444444444444444,0.3888888888888889,18
clinical neurology,neurotherapeutics,2018,29,19,8,22,0,0,-1.23787435600162,0.0050648939538859,NEUROTHERAPEUTICS,39.0,22,0.8636363636363636,0.36363636363636365,22
clinical neurology,neurotherapeutics,2019,47,27,20,39,0,0,-0.755022584278033,1.00506489395389,NEUROTHERAPEUTICS,39.0,39,0.6923076923076923,0.5128205128205128,39
clinical neurology,neurotherapeutics,2020,75,55,31,67,0,0,-0.287682072451781,2.00506489395389,NEUROTHERAPEUTICS,39.0,67,0.8208955223880597,0.4626865671641791,67
clinical neurology,neurotherapeutics,2021,115,68,63,100,0,0,0.139761942375159,3.00506489395389,NEUROTHERAPEUTICS,39.0,100,0.68,0.63,100
clinical neurology,neurotherapeutics,2022,65,38,36,52,0,0,-0.430782916092454,4.00506489395389,NEUROTHERAPEUTICS,39.0,52,0.7307692307692307,0.6923076923076923,52
clinical neurology,neurotherapeutics,2023,71,30,45,55,0,0,-0.342490308946776,5.00506489395389,NEUROTHERAPEUTICS,39.0,55,0.5454545454545454,0.8181818181818182,55
clinical neurology,neurotherapeutics,2024,82,31,50,63,0,0,-0.198450938723838,6.00506489395389,NEUROTHERAPEUTICS,39.0,63,0.49206349206349204,0.7936507936507936,63
clinical neurology,neurotherapeutics,2025,162,62,106,130,0,0,0.482426149244293,7.00506489395389,NEUROTHERAPEUTICS,39.0,130,0.47692307692307695,0.8153846153846154,130
clinical neurology,stroke,2010,320,78,37,103,1,1,1.16315080980568,-7.99493510604611,STROKE,37.0,103,0.7572815533980582,0.3592233009708738,103
clinical neurology,stroke,2011,244,53,44,86,1,2,0.89199803930511,-6.99493510604611,STROKE,37.0,86,0.6162790697674418,0.5116279069767442,86
clinical neurology,stroke,2012,66,17,9,23,1,3,-0.415515443961666,-5.99493510604611,STROKE,37.0,23,0.7391304347826086,0.391304347826087,23
clinical neurology,stroke,2013,249,71,32,93,1,4,0.912282710476616,-4.99493510604611,STROKE,37.0,93,0.7634408602150538,0.34408602150537637,93
clinical neurology,stroke,2014,185,46,29,68,1,5,0.615185639090233,-3.99493510604611,STROKE,37.0,68,0.6764705882352942,0.4264705882352941,68
clinical neurology,stroke,2021,169,18,39,48,1,6,0.524728528934982,3.00506489395389,STROKE,37.0,48,0.375,0.8125,48
clinical neurology,stroke,2022,244,25,60,77,1,7,0.89199803930511,4.00506489395389,STROKE,37.0,77,0.3246753246753247,0.7792207792207793,77
clinical neurology,stroke,2023,240,24,77,91,1,8,0.8754687373539,5.00506489395389,STROKE,37.0,91,0.26373626373626374,0.8461538461538461,91
clinical neurology,stroke,2024,215,21,53,67,1,9,0.765467842139571,6.00506489395389,STROKE,37.0,67,0.31343283582089554,0.7910447761194029,67
clinical neurology,stroke,2025,287,18,81,91,1,10,1.05431202977153,7.00506489395389,STROKE,37.0,91,0.1978021978021978,0.8901098901098901,91
clinical neurology,stroke,2026,30,2,9,10,1,11,-1.20397280432594,8.00506489395389,STROKE,37.0,10,0.2,0.9,10
endocrinology & metabolism,antioxidants & redox signaling,2010,88,78,12,82,1,1,-0.127833371509885,-7.99493510604611,ANTIOXID REDOX SIGN,49.0,82,0.9512195121951219,0.14634146341463414,82
endocrinology & metabolism,antioxidants & redox signaling,2011,141,126,23,128,1,2,0.343589704390077,-6.99493510604611,ANTIOXID REDOX SIGN,49.0,128,0.984375,0.1796875,128
endocrinology & metabolism,antioxidants & redox signaling,2012,103,91,21,95,1,3,0.0295588022415444,-5.99493510604611,ANTIOXID REDOX SIGN,49.0,95,0.9578947368421052,0.22105263157894736,95
endocrinology & metabolism,antioxidants & redox signaling,2013,138,120,25,124,1,4,0.322083499169113,-4.99493510604611,ANTIOXID REDOX SIGN,49.0,124,0.967741935483871,0.20161290322580644,124
endocrinology & metabolism,antioxidants & redox signaling,2014,158,142,27,145,1,5,0.457424847038875,-3.99493510604611,ANTIOXID REDOX SIGN,49.0,145,0.9793103448275862,0.18620689655172415,145
endocrinology & metabolism,antioxidants & redox signaling,2015,106,92,22,95,1,6,0.0582689081239758,-2.99493510604611,ANTIOXID REDOX SIGN,49.0,95,0.968421052631579,0.23157894736842105,95
endocrinology & metabolism,antioxidants & redox signaling,2016,88,81,28,84,1,7,-0.127833371509885,-1.99493510604611,ANTIOXID REDOX SIGN,49.0,84,0.9642857142857143,0.3333333333333333,84
endocrinology & metabolism,antioxidants & redox signaling,2017,90,84,27,84,1,8,-0.105360515657826,-0.994935106046114,ANTIOXID REDOX SIGN,49.0,84,1.0,0.32142857142857145,84
endocrinology & metabolism,antioxidants & redox signaling,2018,74,56,25,62,1,9,-0.301105092783922,0.0050648939538859,ANTIOXID REDOX SIGN,49.0,62,0.9032258064516129,0.4032258064516129,62
endocrinology & metabolism,antioxidants & redox signaling,2019,105,77,40,90,1,10,0.048790164169432,1.00506489395389,ANTIOXID REDOX SIGN,49.0,90,0.8555555555555555,0.4444444444444444,90
endocrinology & metabolism,antioxidants & redox signaling,2020,72,42,26,45,1,11,-0.328504066972036,2.00506489395389,ANTIOXID REDOX SIGN,49.0,45,0.9333333333333333,0.5777777777777777,45
endocrinology & metabolism,antioxidants & redox signaling,2021,51,24,32,42,1,12,-0.673344553263766,3.00506489395389,ANTIOXID REDOX SIGN,49.0,42,0.5714285714285714,0.7619047619047619,42
endocrinology & metabolism,antioxidants & redox signaling,2022,37,7,31,33,1,13,-0.994252273343867,4.00506489395389,ANTIOXID REDOX SIGN,49.0,33,0.21212121212121213,0.9393939393939394,33
endocrinology & metabolism,antioxidants & redox signaling,2023,36,15,34,35,1,14,-1.02165124753198,5.00506489395389,ANTIOXID REDOX SIGN,49.0,35,0.42857142857142855,0.9714285714285714,35
endocrinology & metabolism,antioxidants & redox signaling,2024,41,12,37,37,1,15,-0.891598119283784,6.00506489395389,ANTIOXID REDOX SIGN,49.0,37,0.32432432432432434,1.0,37
endocrinology & metabolism,antioxidants & redox signaling,2025,91,34,90,90,1,16,-0.0943106794712413,7.00506489395389,ANTIOXID REDOX SIGN,49.0,90,0.37777777777777777,1.0,90
endocrinology & metabolism,biofactors,2010,19,15,1,15,0,0,-1.66073120682165,-7.99493510604611,BIOFACTORS,57.0,15,1.0,0.06666666666666667,15
endocrinology & metabolism,biofactors,2011,23,19,2,21,0,0,-1.46967597005894,-6.99493510604611,BIOFACTORS,57.0,21,0.9047619047619048,0.09523809523809523,21
endocrinology & metabolism,biofactors,2012,28,18,2,20,0,0,-1.27296567581289,-5.99493510604611,BIOFACTORS,57.0,20,0.9,0.1,20
endocrinology & metabolism,biofactors,2013,34,25,1,25,0,0,-1.07880966137193,-4.99493510604611,BIOFACTORS,57.0,25,1.0,0.04,25
endocrinology & metabolism,biofactors,2014,31,25,5,26,0,0,-1.17118298150295,-3.99493510604611,BIOFACTORS,57.0,26,0.9615384615384616,0.19230769230769232,26
endocrinology & metabolism,biofactors,2015,40,35,4,36,0,0,-0.916290731874155,-2.99493510604611,BIOFACTORS,57.0,36,0.9722222222222222,0.1111111111111111,36
endocrinology & metabolism,biofactors,2016,45,38,7,40,0,0,-0.798507696217772,-1.99493510604611,BIOFACTORS,57.0,40,0.95,0.175,40
endocrinology & metabolism,biofactors,2017,48,46,6,46,0,0,-0.7339691750802,-0.994935106046114,BIOFACTORS,57.0,46,1.0,0.13043478260869565,46
endocrinology & metabolism,biofactors,2018,40,36,6,38,0,0,-0.916290731874155,0.0050648939538859,BIOFACTORS,57.0,38,0.9473684210526315,0.15789473684210525,38
endocrinology & metabolism,biofactors,2019,62,49,15,54,0,0,-0.478035800943,1.00506489395389,BIOFACTORS,57.0,54,0.9074074074074074,0.2777777777777778,54
endocrinology & metabolism,biofactors,2020,53,46,11,48,0,0,-0.63487827243597,2.00506489395389,BIOFACTORS,57.0,48,0.9583333333333334,0.22916666666666666,48
endocrinology & metabolism,biofactors,2021,40,34,17,38,0,0,-0.916290731874155,3.00506489395389,BIOFACTORS,57.0,38,0.8947368421052632,0.4473684210526316,38
endocrinology & metabolism,biofactors,2022,50,37,17,43,0,0,-0.693147180559945,4.00506489395389,BIOFACTORS,57.0,43,0.8604651162790697,0.3953488372093023,43
endocrinology & metabolism,biofactors,2023,47,35,18,43,0,0,-0.755022584278033,5.00506489395389,BIOFACTORS,57.0,43,0.813953488372093,0.4186046511627907,43
endocrinology & metabolism,biofactors,2024,58,46,32,56,0,0,-0.544727175441672,6.00506489395389,BIOFACTORS,57.0,56,0.8214285714285714,0.5714285714285714,56
endocrinology & metabolism,biofactors,2025,94,72,54,90,0,0,-0.0618754037180875,7.00506489395389,BIOFACTORS,57.0,90,0.8,0.6,90
endocrinology & metabolism,cardiovascular diabetology,2010,87,38,12,48,0,0,-0.139262067333508,-7.99493510604611,CARDIOVASC DIABETOL,45.0,48,0.7916666666666666,0.25,48
endocrinology & metabolism,cardiovascular diabetology,2011,104,51,14,61,0,0,0.0392207131532813,-6.99493510604611,CARDIOVASC DIABETOL,45.0,61,0.8360655737704918,0.22950819672131148,61
endocrinology & metabolism,cardiovascular diabetology,2012,141,62,14,71,0,0,0.343589704390077,-5.99493510604611,CARDIOVASC DIABETOL,45.0,71,0.8732394366197183,0.19718309859154928,71
endocrinology & metabolism,cardiovascular diabetology,2013,163,80,19,92,0,0,0.488580014818671,-4.99493510604611,CARDIOVASC DIABETOL,45.0,92,0.8695652173913043,0.20652173913043478,92
endocrinology & metabolism,cardiovascular diabetology,2014,148,83,26,98,0,0,0.392042087776024,-3.99493510604611,CARDIOVASC DIABETOL,45.0,98,0.8469387755102041,0.2653061224489796,98
endocrinology & metabolism,cardiovascular diabetology,2015,141,56,25,74,0,0,0.343589704390077,-2.99493510604611,CARDIOVASC DIABETOL,45.0,74,0.7567567567567568,0.33783783783783783,74
endocrinology & metabolism,cardiovascular diabetology,2016,144,62,27,80,0,0,0.364643113587909,-1.99493510604611,CARDIOVASC DIABETOL,45.0,80,0.775,0.3375,80
endocrinology & metabolism,cardiovascular diabetology,2017,120,46,24,64,0,0,0.182321556793955,-0.994935106046114,CARDIOVASC DIABETOL,45.0,64,0.71875,0.375,64
endocrinology & metabolism,cardiovascular diabetology,2018,128,40,29,59,0,0,0.246860077931526,0.0050648939538859,CARDIOVASC DIABETOL,45.0,59,0.6779661016949152,0.4915254237288136,59
endocrinology & metabolism,cardiovascular diabetology,2019,140,34,30,61,0,0,0.336472236621213,1.00506489395389,CARDIOVASC DIABETOL,45.0,61,0.5573770491803278,0.4918032786885246,61
endocrinology & metabolism,cardiovascular diabetology,2020,180,38,39,70,0,0,0.587786664902119,2.00506489395389,CARDIOVASC DIABETOL,45.0,70,0.5428571428571428,0.5571428571428572,70
endocrinology & metabolism,cardiovascular diabetology,2021,194,32,35,61,0,0,0.662687973075237,3.00506489395389,CARDIOVASC DIABETOL,45.0,61,0.5245901639344263,0.5737704918032787,61
endocrinology & metabolism,cardiovascular diabetology,2022,251,25,64,82,0,0,0.920282753143692,4.00506489395389,CARDIOVASC DIABETOL,45.0,82,0.3048780487804878,0.7804878048780488,82
endocrinology & metabolism,cardiovascular diabetology,2023,299,53,87,121,0,0,1.0952733874026,5.00506489395389,CARDIOVASC DIABETOL,45.0,121,0.4380165289256198,0.71900826446281,121
endocrinology & metabolism,cardiovascular diabetology,2024,397,66,154,192,0,0,1.3787660946991,6.00506489395389,CARDIOVASC DIABETOL,45.0,192,0.34375,0.8020833333333334,192
endocrinology & metabolism,cardiovascular diabetology,2025,417,58,169,205,0,0,1.42791603581071,7.00506489395389,CARDIOVASC DIABETOL,45.0,205,0.28292682926829266,0.824390243902439,205
endocrinology & metabolism,cell metabolism,2010,97,94,19,94,0,0,-0.0304592074847086,-7.99493510604611,CELL METAB,41.0,94,1.0,0.20212765957446807,94
endocrinology & metabolism,cell metabolism,2011,118,114,36,114,0,0,0.165514438477573,-6.99493510604611,CELL METAB,41.0,114,1.0,0.3157894736842105,114
endocrinology & metabolism,cell metabolism,2012,123,110,22,112,0,0,0.207014169384326,-5.99493510604611,CELL METAB,41.0,112,0.9821428571428571,0.19642857142857142,112
endocrinology & metabolism,cell metabolism,2013,120,117,27,118,0,0,0.182321556793955,-4.99493510604611,CELL METAB,41.0,118,0.9915254237288136,0.2288135593220339,118
endocrinology & metabolism,cell metabolism,2014,136,126,46,128,0,0,0.307484699747961,-3.99493510604611,CELL METAB,41.0,128,0.984375,0.359375,128
endocrinology & metabolism,cell metabolism,2015,129,116,52,125,0,0,0.254642218373581,-2.99493510604611,CELL METAB,41.0,125,0.928,0.416,125
endocrinology & metabolism,cell metabolism,2016,134,116,78,123,0,0,0.29266961396282,-1.99493510604611,CELL METAB,41.0,123,0.943089430894309,0.6341463414634146,123
endocrinology & metabolism,cell metabolism,2017,129,112,75,121,0,0,0.254642218373581,-0.994935106046114,CELL METAB,41.0,121,0.9256198347107438,0.6198347107438017,121
endocrinology & metabolism,cell metabolism,2018,135,119,84,135,0,0,0.300104592450338,0.0050648939538859,CELL METAB,41.0,135,0.8814814814814815,0.6222222222222222,135
endocrinology & metabolism,cell metabolism,2019,148,122,114,145,0,0,0.392042087776024,1.00506489395389,CELL METAB,41.0,145,0.8413793103448276,0.7862068965517242,145
endocrinology & metabolism,cell metabolism,2020,129,75,107,123,0,0,0.254642218373581,2.00506489395389,CELL METAB,41.0,123,0.6097560975609756,0.8699186991869918,123
endocrinology & metabolism,cell metabolism,2021,119,69,104,115,0,0,0.173953307123438,3.00506489395389,CELL METAB,41.0,115,0.6,0.9043478260869565,115
endocrinology & metabolism,cell metabolism,2022,107,47,97,105,0,0,0.0676586484738149,4.00506489395389,CELL METAB,41.0,105,0.44761904761904764,0.9238095238095239,105
endocrinology & metabolism,cell metabolism,2023,118,52,110,115,0,0,0.165514438477573,5.00506489395389,CELL METAB,41.0,115,0.45217391304347826,0.9565217391304348,115
endocrinology & metabolism,cell metabolism,2024,118,41,116,116,0,0,0.165514438477573,6.00506489395389,CELL METAB,41.0,116,0.35344827586206895,1.0,116
endocrinology & metabolism,cell metabolism,2025,135,57,129,134,0,0,0.300104592450338,7.00506489395389,CELL METAB,41.0,134,0.4253731343283582,0.9626865671641791,134
endocrinology & metabolism,diabetes,2010,341,260,62,273,1,1,1.22671229129543,-7.99493510604611,DIABETES,46.0,273,0.9523809523809523,0.2271062271062271,273
endocrinology & metabolism,diabetes,2011,331,270,60,283,1,2,1.19694818938897,-6.99493510604611,DIABETES,46.0,283,0.9540636042402827,0.21201413427561838,283
endocrinology & metabolism,diabetes,2012,318,260,71,280,1,3,1.15688119679209,-5.99493510604611,DIABETES,46.0,280,0.9285714285714286,0.25357142857142856,280
endocrinology & metabolism,diabetes,2013,383,314,84,337,1,4,1.34286480319255,-4.99493510604611,DIABETES,46.0,337,0.9317507418397626,0.24925816023738873,337
